spec_type,logg,log(teff),mWD,tcool(gyr),R(Rsun),core,log(L),TpreWD(gyr)
DA,8.5,3.94,0.902,2.07328,0.008842,CO,-3.392,0
DA,8.5,3.92,0.902,2.34474,0.008839,CO,-3.472,0
DA,8.5,3.9,0.901,2.63899,0.008837,CO,-3.552,0
DA,8.5,3.88,0.901,2.9601,0.008835,CO,-3.632,0
DA,8.5,3.86,0.9,3.31651,0.008832,CO,-3.713,0
DA,8.5,3.84,0.9,3.72995,0.00883,CO,-3.793,0
DA,8.5,3.82,0.9,4.2073,0.008828,CO,-3.873,0
DA,8.5,3.8,0.899,4.76394,0.008826,CO,-3.953,0
DA,8.5,3.78,0.898,5.34763,0.008823,CO,-4.033,0
DA,8.5,3.76,0.898,6.06353,0.00882,CO,-4.114,0
DA,8.5,3.74,0.897,7.04083,0.008817,CO,-4.194,0
DA,8.5,3.72,0.896,8.19552,0.008813,CO,-4.275,0
DA,8.5,3.7,0.896,9.29775,0.008811,CO,-4.355,0
DA,8.5,3.68,0.895,10.28209,0.008809,CO,-4.435,0
DA,8.5,3.66,0.895,11.1064,0.008807,CO,-4.515,0
DA,8.5,3.64,0.895,11.80504,0.008806,CO,-4.595,0
DA,8.5,3.62,0.895,12.37624,0.008805,CO,-4.675,0
DA,8.5,3.6,0.894,12.85567,0.008804,CO,-4.755,0
DA,8.5,3.58,0.894,13.27605,0.008804,CO,-4.836,0
DA,8.5,3.56,0.894,13.64966,0.008803,CO,-4.916,0
DA,8.5,3.54,0.894,13.98307,0.008803,CO,-4.996,0
DA,8.5,3.52,0.894,14.28577,0.008803,CO,-5.076,0
DA,8.5,3.5,0.894,14.55102,0.008802,CO,-5.156,0
DA,8.5,3.48,0.894,14.79172,0.008802,CO,-5.236,0
DA,8.5,3.46,0.894,15.01533,0.008802,CO,-5.316,0
DA,8.5,3.44,0.894,15.22392,0.008802,CO,-5.396,0
DA,8.5,3.42,0.894,15.41457,0.008801,CO,-5.476,0
DA,8.5,3.4,0.894,15.59309,0.008801,CO,-5.556,0
DA,8.6,4.9,1.021,0.00039,0.008387,CO,0.402,0
DA,8.6,4.88,1.018,0.00044,0.008377,CO,0.321,0
DA,8.6,4.86,1.016,0.00051,0.008368,CO,0.24,0
DA,8.6,4.84,1.014,0.00058,0.008358,CO,0.159,0
DA,8.6,4.82,1.012,0.00066,0.008349,CO,0.078,0
DA,8.6,4.8,1.01,0.00076,0.008341,CO,-0.003,0
DA,8.6,4.78,1.008,0.00088,0.008333,CO,-0.083,0
DA,8.6,4.76,1.006,0.00103,0.008325,CO,-0.164,0
DA,8.6,4.74,1.005,0.0012,0.008317,CO,-0.245,0
DA,8.6,4.72,1.003,0.00143,0.008309,CO,-0.326,0
DA,8.6,4.7,1.001,0.00173,0.008301,CO,-0.406,0
DA,8.6,4.68,1,0.00214,0.008294,CO,-0.487,0
DA,8.6,4.66,0.998,0.00273,0.008288,CO,-0.568,0
DA,8.6,4.64,0.996,0.00369,0.008282,CO,-0.649,0
DA,8.6,4.62,0.995,0.00538,0.008275,CO,-0.729,0
DA,8.6,4.6,0.993,0.00836,0.008269,CO,-0.81,0
DA,8.6,4.58,0.991,0.013,0.008262,CO,-0.891,0
DA,8.6,4.56,0.99,0.01914,0.008256,CO,-0.972,0
DA,8.6,4.54,0.988,0.02667,0.00825,CO,-1.052,0
DA,8.6,4.52,0.987,0.03562,0.008245,CO,-1.133,0
DA,8.6,4.5,0.986,0.04598,0.008239,CO,-1.213,0
DA,8.6,4.48,0.984,0.05781,0.008234,CO,-1.294,0
DA,8.6,4.46,0.983,0.07119,0.008229,CO,-1.374,0
DA,8.6,4.44,0.982,0.08606,0.008224,CO,-1.455,0
DA,8.6,4.42,0.981,0.10274,0.00822,CO,-1.535,0
DA,8.6,4.4,0.98,0.12135,0.008216,CO,-1.616,0
DA,8.6,4.38,0.979,0.14221,0.008212,CO,-1.696,0
DA,8.6,4.36,0.978,0.16569,0.008208,CO,-1.777,0
DA,8.6,4.34,0.977,0.1917,0.008204,CO,-1.857,0
DA,8.6,4.32,0.976,0.22057,0.0082,CO,-1.938,0
DA,8.6,4.3,0.975,0.25279,0.008197,CO,-2.018,0
DA,8.6,4.28,0.975,0.28847,0.008194,CO,-2.098,0
DA,8.6,4.26,0.974,0.32863,0.00819,CO,-2.179,0
DA,8.6,4.24,0.973,0.37342,0.008187,CO,-2.259,0
DA,8.6,4.22,0.973,0.42327,0.008185,CO,-2.339,0
DA,8.6,4.2,0.972,0.47898,0.008182,CO,-2.419,0
DA,8.6,4.18,0.971,0.54031,0.008179,CO,-2.5,0
DA,8.6,4.16,0.971,0.60931,0.008177,CO,-2.58,0
DA,8.6,4.14,0.97,0.68617,0.008175,CO,-2.66,0
DA,8.6,4.12,0.97,0.77127,0.008172,CO,-2.74,0
DA,8.6,4.1,0.969,0.86892,0.00817,CO,-2.821,0
DA,8.6,4.08,0.969,0.98388,0.008168,CO,-2.901,0
DA,8.6,4.06,0.968,1.11736,0.008166,CO,-2.981,0
DA,8.6,4.04,0.968,1.28109,0.008163,CO,-3.061,0
DA,8.6,4.02,0.967,1.47562,0.008161,CO,-3.142,0
DA,8.6,4,0.967,1.69305,0.008159,CO,-3.222,0
DA,8.6,3.98,0.966,1.91489,0.008158,CO,-3.302,0
DA,8.6,3.96,0.966,2.16419,0.008156,CO,-3.382,0
DA,8.6,3.94,0.965,2.43549,0.008154,CO,-3.462,0
DA,8.6,3.92,0.965,2.73313,0.008152,CO,-3.543,0
DA,8.6,3.9,0.965,3.06862,0.008151,CO,-3.623,0
DA,8.6,3.88,0.964,3.44688,0.008149,CO,-3.703,0
DA,8.6,3.86,0.964,3.86608,0.008148,CO,-3.783,0
DA,8.6,3.84,0.964,4.32274,0.008146,CO,-3.863,0
DA,8.6,3.82,0.963,4.80908,0.008144,CO,-3.943,0
DA,8.6,3.8,0.963,5.34084,0.008142,CO,-4.024,0
DA,8.6,3.78,0.962,5.91655,0.00814,CO,-4.104,0
DA,8.6,3.76,0.962,6.63686,0.008138,CO,-4.184,0
DA,8.6,3.74,0.961,7.58849,0.008135,CO,-4.264,0
DA,8.6,3.72,0.961,8.64873,0.008133,CO,-4.344,0
DA,8.6,3.7,0.96,9.6009,0.008131,CO,-4.425,0
DA,8.6,3.68,0.96,10.46447,0.00813,CO,-4.505,0
DA,8.6,3.66,0.96,11.14675,0.008129,CO,-4.585,0
DA,8.6,3.64,0.959,11.70886,0.008128,CO,-4.665,0
DA,8.6,3.62,0.959,12.18273,0.008127,CO,-4.745,0
DA,8.6,3.6,0.959,12.56876,0.008127,CO,-4.825,0
DA,8.6,3.58,0.959,12.90114,0.008126,CO,-4.905,0
DA,8.6,3.56,0.959,13.18751,0.008126,CO,-4.985,0
DA,8.6,3.54,0.959,13.43825,0.008126,CO,-5.065,0
DA,8.6,3.52,0.959,13.66902,0.008125,CO,-5.145,0
DA,8.6,3.5,0.959,13.87629,0.008125,CO,-5.225,0
DA,8.6,3.48,0.959,14.06467,0.008125,CO,-5.305,0
DA,8.6,3.46,0.959,14.23645,0.008125,CO,-5.385,0
DA,8.6,3.44,0.959,14.39732,0.008125,CO,-5.465,0
DA,8.6,3.42,0.959,14.54866,0.008125,CO,-5.545,0
DA,8.6,3.4,0.959,14.69423,0.008125,CO,-5.625,0
DA,8.7,4.6,1.049,0.0172,0.007572,CO,-0.886,0
DA,8.7,4.58,1.047,0.02428,0.007568,CO,-0.967,0
DA,8.7,4.56,1.046,0.03262,0.007564,CO,-1.047,0
DA,8.7,4.54,1.045,0.04225,0.00756,CO,-1.128,0
DA,8.7,4.52,1.044,0.05322,0.007556,CO,-1.208,0
DA,8.7,4.5,1.043,0.0656,0.007552,CO,-1.289,0
DA,8.7,4.48,1.042,0.0793,0.007548,CO,-1.369,0
DA,8.7,4.46,1.041,0.09458,0.007545,CO,-1.45,0
DA,8.7,4.44,1.04,0.11179,0.007542,CO,-1.53,0
DA,8.7,4.42,1.039,0.13118,0.007539,CO,-1.611,0
DA,8.7,4.4,1.038,0.15295,0.007536,CO,-1.691,0
DA,8.7,4.38,1.037,0.17708,0.007533,CO,-1.771,0
DA,8.7,4.36,1.036,0.20361,0.00753,CO,-1.852,0
DA,8.7,4.34,1.036,0.23322,0.007527,CO,-1.932,0
DA,8.7,4.32,1.035,0.26624,0.007525,CO,-2.012,0
DA,8.7,4.3,1.034,0.30332,0.007523,CO,-2.092,0
DA,8.7,4.28,1.034,0.34473,0.00752,CO,-2.173,0
DA,8.7,4.26,1.033,0.39022,0.007518,CO,-2.253,0
DA,8.7,4.24,1.032,0.44092,0.007516,CO,-2.333,0
DA,8.7,4.22,1.032,0.49755,0.007514,CO,-2.413,0
DA,8.7,4.2,1.031,0.56111,0.007512,CO,-2.494,0
DA,8.7,4.18,1.031,0.63174,0.00751,CO,-2.574,0
DA,8.7,4.16,1.03,0.71034,0.007509,CO,-2.654,0
DA,8.7,4.14,1.03,0.80551,0.007507,CO,-2.734,0
DA,8.7,4.12,1.029,0.92193,0.007506,CO,-2.814,0
DA,8.7,4.1,1.029,1.05421,0.007504,CO,-2.895,0
DA,8.7,4.08,1.029,1.21294,0.007502,CO,-2.975,0
DA,8.7,4.06,1.028,1.38749,0.007501,CO,-3.055,0
DA,8.7,4.04,1.028,1.57659,0.007499,CO,-3.135,0
DA,8.7,4.02,1.027,1.77598,0.007498,CO,-3.215,0
DA,8.7,4,1.027,1.99477,0.007496,CO,-3.296,0
DA,8.7,3.98,1.027,2.23823,0.007495,CO,-3.376,0
DA,8.7,3.96,1.026,2.51525,0.007494,CO,-3.456,0
DA,8.7,3.94,1.026,2.82224,0.007493,CO,-3.536,0
DA,8.7,3.92,1.026,3.16137,0.007491,CO,-3.616,0
DA,8.7,3.9,1.025,3.5311,0.00749,CO,-3.696,0
DA,8.7,3.88,1.025,3.92757,0.007489,CO,-3.776,0
DA,8.7,3.86,1.025,4.34695,0.007488,CO,-3.857,0
DA,8.7,3.84,1.024,4.78341,0.007487,CO,-3.937,0
DA,8.7,3.82,1.024,5.24095,0.007486,CO,-4.017,0
DA,8.7,3.8,1.024,5.73485,0.007484,CO,-4.097,0
DA,8.7,3.78,1.023,6.29845,0.007483,CO,-4.177,0
DA,8.7,3.76,1.023,7.02669,0.007481,CO,-4.257,0
DA,8.7,3.74,1.022,7.92709,0.007479,CO,-4.337,0
DA,8.7,3.72,1.022,8.85652,0.007478,CO,-4.418,0
DA,8.7,3.7,1.022,9.65401,0.007477,CO,-4.498,0
DA,8.7,3.68,1.021,10.36111,0.007476,CO,-4.578,0
DA,8.7,3.66,1.021,10.92553,0.007475,CO,-4.658,0
DA,8.7,3.64,1.021,11.35808,0.007475,CO,-4.738,0
DA,8.7,3.62,1.021,11.72697,0.007474,CO,-4.818,0
DA,8.7,3.6,1.021,12.01832,0.007474,CO,-4.898,0
DA,8.7,3.58,1.021,12.26822,0.007473,CO,-4.978,0
DA,8.7,3.56,1.021,12.48565,0.007473,CO,-5.058,0
DA,8.7,3.54,1.021,12.67837,0.007473,CO,-5.138,0
DA,8.7,3.52,1.021,12.86449,0.007473,CO,-5.218,0
DA,8.7,3.5,1.021,13.04431,0.007473,CO,-5.298,0
DA,8.7,3.48,1.02,13.22005,0.007473,CO,-5.378,0
DA,8.7,3.46,1.02,13.39193,0.007473,CO,-5.458,0
DA,8.7,3.44,1.02,13.56411,0.007473,CO,-5.538,0
DA,8.7,3.42,1.02,13.7365,0.007473,CO,-5.618,0
DA,8.7,3.4,1.02,13.90911,0.007473,CO,-5.698,0
DA,7,4.7,0.425,3E-05,0.034109,He,0.821,0
DA,7,4.68,0.369,2E-05,0.031764,He,0.679,0
DA,7,4.66,0.36,2E-05,0.031496,He,0.59,0
DA,7,4.64,0.358,3E-05,0.031446,He,0.506,0
DA,7,4.62,0.355,3E-05,0.031369,He,0.423,0
DA,7,4.6,0.353,4E-05,0.031273,He,0.34,0
DA,7,4.58,0.35,5E-05,0.031161,He,0.257,0
DA,7,4.56,0.347,6E-05,0.031038,He,0.173,0
DA,7,4.54,0.345,8E-05,0.030906,He,0.09,0
DA,7,4.52,0.342,0.0001,0.030768,He,0.006,0
DA,7,4.5,0.339,0.00013,0.030627,He,-0.077,0
DA,7,4.48,0.337,0.00016,0.030482,He,-0.161,0
DA,7,4.46,0.334,0.0002,0.030335,He,-0.244,0
DA,7,4.44,0.331,0.00026,0.030186,He,-0.328,0
DA,7,4.42,0.328,0.00034,0.030033,He,-0.411,0
DA,7,4.4,0.325,0.00045,0.029875,He,-0.495,0
DA,7,4.38,0.322,0.0006,0.029711,He,-0.579,0
DA,7,4.36,0.312,0.00075,0.029217,He,-0.673,0
DA,7,4.34,0.299,0.00088,0.02856,He,-0.773,0
DA,7,4.32,0.288,0.00104,0.028033,He,-0.869,0
DA,7,4.3,0.278,0.00122,0.027588,He,-0.963,0
DA,7,4.28,0.271,0.00092,0.02723,He,-1.055,0
DA,7,4.26,0.27,0.00118,0.027204,He,-1.136,0
DA,7,4.24,0.269,0.00155,0.027171,He,-1.218,0
DA,7,4.22,0.268,0.0021,0.027133,He,-1.3,0
DA,7,4.2,0.267,0.00306,0.027091,He,-1.381,0
DA,7,4.18,0.266,0.00532,0.027051,He,-1.463,0
DA,7,4.16,0.265,0.01179,0.02702,He,-1.544,0
DA,7,4.14,0.264,0.02462,0.02699,He,-1.626,0
DA,7,4.12,0.264,0.04169,0.026958,He,-1.706,0
DA,7,4.1,0.263,0.0659,0.026927,He,-1.787,0
DA,7,4.08,0.262,0.10037,0.026881,He,-1.869,0
DA,7,4.06,0.261,0.14299,0.026815,He,-1.951,0
DA,7,4.04,0.26,0.19284,0.026734,He,-2.033,0
DA,7,4.02,0.258,0.25148,0.026633,He,-2.117,0
DA,7,4,0.255,0.32048,0.026516,He,-2.2,0
DA,7,3.98,0.253,0.39969,0.026402,He,-2.284,0
DA,7,3.96,0.251,0.4989,0.026268,He,-2.368,0
DA,7,3.94,0.248,0.62285,0.026129,He,-2.452,0
DA,7,3.92,0.246,0.78175,0.025986,He,-2.537,0
DA,7,3.9,0.243,0.99477,0.025842,He,-2.621,0
DA,7,3.88,0.241,1.26768,0.025702,He,-2.705,0
DA,7,3.86,0.239,1.48492,0.025586,He,-2.789,0
DA,7,3.84,0.237,1.77572,0.025484,He,-2.873,0
DA,7,3.82,0.235,2.09025,0.025387,He,-2.957,0
DA,7,3.8,0.233,2.42455,0.025287,He,-3.041,0
DA,7,3.78,0.231,2.75717,0.025182,He,-3.125,0
DA,7,3.76,0.229,3.06224,0.025066,He,-3.209,0
DA,7,3.74,0.226,3.32958,0.024925,He,-3.294,0
DA,7,3.72,0.223,3.5566,0.024737,He,-3.381,0
DA,7,3.7,0.219,3.73545,0.024468,He,-3.47,0
DA,7,3.68,0.213,3.88809,0.024137,He,-3.562,0
DA,7,3.66,0.208,4.016,0.02382,He,-3.653,0
DA,7,3.64,0.203,4.31683,0.023545,He,-3.742,0
DA,7,3.62,0.199,4.68716,0.023341,He,-3.83,0
DA,7,3.6,0.197,5.08568,0.023194,He,-3.915,0
DA,7,3.58,0.195,5.5038,0.023082,He,-3.999,0
DA,7,3.56,0.194,5.90867,0.023008,He,-4.082,0
DA,7,3.54,0.193,6.3732,0.022942,He,-4.164,0
DA,7,3.52,0.191,6.90827,0.022874,He,-4.246,0
DA,7,3.5,0.19,7.48264,0.022816,He,-4.329,0
DA,7,3.48,0.19,8.05686,0.022774,He,-4.41,0
DA,7,3.46,0.189,8.68108,0.022736,He,-4.491,0
DA,7,3.44,0.188,9.33955,0.022705,He,-4.573,0
DA,7,3.42,0.188,10.06883,0.022676,He,-4.654,0
DA,7,3.4,0.187,10.88807,0.022647,He,-4.735,0
DA,7.1,4.62,0.429,0.00019,0.030551,He,0.405,0
DA,7.1,4.6,0.4,0.0002,0.029448,He,0.293,0
DA,7.1,4.58,0.38,0.00018,0.028699,He,0.191,0
DA,7.1,4.56,0.367,0.00012,0.028232,He,0.097,0
DA,7.1,4.54,0.361,8E-05,0.028058,He,0.011,0
DA,7.1,4.52,0.359,0.0001,0.028002,He,-0.072,0
DA,7.1,4.5,0.357,0.00013,0.027936,He,-0.155,0
DA,7.1,4.48,0.355,0.00016,0.027862,He,-0.237,0
DA,7.1,4.46,0.353,0.0002,0.027781,He,-0.32,0
DA,7.1,4.44,0.35,0.00026,0.027694,He,-0.403,0
DA,7.1,4.42,0.348,0.00035,0.027601,He,-0.486,0
DA,7.1,4.4,0.346,0.00047,0.027501,He,-0.569,0
DA,7.1,4.38,0.343,0.00068,0.027394,He,-0.652,0
DA,7.1,4.36,0.34,0.00114,0.027283,He,-0.736,0
DA,7.1,4.34,0.338,0.003,0.027166,He,-0.819,0
DA,7.1,4.32,0.335,0.00623,0.027038,He,-0.903,0
DA,7.1,4.3,0.331,0.01044,0.026902,He,-0.987,0
DA,7.1,4.28,0.328,0.01865,0.026738,He,-1.072,0
DA,7.1,4.26,0.319,0.06345,0.026328,He,-1.164,0
DA,7.1,4.24,0.311,0.07105,0.02597,He,-1.256,0
DA,7.1,4.22,0.304,0.0742,0.025708,He,-1.345,0
DA,7.1,4.2,0.299,0.07593,0.025493,He,-1.432,0
DA,7.1,4.18,0.295,0.07699,0.025313,He,-1.518,0
DA,7.1,4.16,0.292,0.07814,0.025163,He,-1.604,0
DA,7.1,4.14,0.289,0.08082,0.025041,He,-1.688,0
DA,7.1,4.12,0.287,0.08859,0.024955,He,-1.771,0
DA,7.1,4.1,0.285,0.10761,0.024903,He,-1.853,0
DA,7.1,4.08,0.284,0.13432,0.024838,He,-1.936,0
DA,7.1,4.06,0.281,0.16314,0.024747,He,-2.019,0
DA,7.1,4.04,0.279,0.19251,0.024638,He,-2.102,0
DA,7.1,4.02,0.276,0.21979,0.024508,He,-2.187,0
DA,7.1,4,0.273,0.24455,0.024365,He,-2.271,0
DA,7.1,3.98,0.27,0.28369,0.024248,He,-2.355,0
DA,7.1,3.96,0.268,0.36675,0.024165,He,-2.439,0
DA,7.1,3.94,0.266,0.46455,0.024078,He,-2.523,0
DA,7.1,3.92,0.264,0.58233,0.023988,He,-2.606,0
DA,7.1,3.9,0.262,0.7297,0.023894,He,-2.69,0
DA,7.1,3.88,0.26,0.91348,0.023801,He,-2.773,0
DA,7.1,3.86,0.258,1.09103,0.023715,He,-2.856,0
DA,7.1,3.84,0.256,1.35116,0.023623,He,-2.94,0
DA,7.1,3.82,0.254,1.66134,0.023534,He,-3.023,0
DA,7.1,3.8,0.252,2.02537,0.023447,He,-3.106,0
DA,7.1,3.78,0.25,2.43663,0.02336,He,-3.189,0
DA,7.1,3.76,0.248,2.88494,0.023267,He,-3.272,0
DA,7.1,3.74,0.246,3.38313,0.023157,He,-3.356,0
DA,7.1,3.72,0.243,3.96255,0.023014,He,-3.441,0
DA,7.1,3.7,0.239,4.70116,0.022823,He,-3.528,0
DA,7.1,3.68,0.235,5.0673,0.02261,He,-3.617,0
DA,7.1,3.66,0.231,5.43691,0.022395,He,-3.706,0
DA,7.1,3.64,0.227,5.91639,0.022202,He,-3.793,0
DA,7.1,3.62,0.224,6.44126,0.02205,He,-3.879,0
DA,7.1,3.6,0.222,6.97828,0.021935,He,-3.964,0
DA,7.1,3.58,0.22,7.5222,0.021847,He,-4.047,0
DA,7.1,3.56,0.219,8.05894,0.021784,He,-4.13,0
DA,7.1,3.54,0.218,8.64872,0.021729,He,-4.212,0
DA,7.1,3.52,0.217,9.27189,0.021678,He,-4.294,0
DA,7.1,3.5,0.216,9.92866,0.021635,He,-4.376,0
DA,7.1,3.48,0.215,10.60793,0.021602,He,-4.457,0
DA,7.1,3.46,0.215,11.33326,0.021572,He,-4.538,0
DA,7.1,3.44,0.214,12.11082,0.021547,He,-4.619,0
DA,7.1,3.42,0.214,12.95433,0.021523,He,-4.7,0
DA,7.1,3.4,0.213,13.88145,0.021501,He,-4.781,0
DA,7.2,4.54,0.42,0.00154,0.026926,He,-0.024,0
DA,7.2,4.52,0.404,0.00216,0.026404,He,-0.122,0
DA,7.2,4.5,0.389,0.00408,0.025933,He,-0.219,0
DA,7.2,4.48,0.383,0.0049,0.025729,He,-0.306,0
DA,7.2,4.46,0.378,0.00511,0.025583,He,-0.391,0
DA,7.2,4.44,0.374,0.00498,0.025456,He,-0.475,0
DA,7.2,4.42,0.371,0.00452,0.025339,He,-0.559,0
DA,7.2,4.4,0.368,0.00367,0.025226,He,-0.642,0
DA,7.2,4.38,0.365,0.00245,0.025117,He,-0.725,0
DA,7.2,4.36,0.362,0.00149,0.025022,He,-0.808,0
DA,7.2,4.34,0.36,0.00534,0.024953,He,-0.891,0
DA,7.2,4.32,0.356,0.013,0.024852,He,-0.975,0
DA,7.2,4.3,0.353,0.02344,0.024734,He,-1.06,0
DA,7.2,4.28,0.349,0.03586,0.024609,He,-1.145,0
DA,7.2,4.26,0.343,0.0651,0.024399,He,-1.232,0
DA,7.2,4.24,0.339,0.08574,0.02426,He,-1.317,0
DA,7.2,4.22,0.336,0.10608,0.024132,He,-1.401,0
DA,7.2,4.2,0.333,0.12801,0.024005,He,-1.486,0
DA,7.2,4.18,0.329,0.15224,0.023878,He,-1.57,0
DA,7.2,4.16,0.326,0.1796,0.02375,He,-1.654,0
DA,7.2,4.14,0.323,0.21156,0.02362,He,-1.738,0
DA,7.2,4.12,0.319,0.24238,0.023474,He,-1.824,0
DA,7.2,4.1,0.315,0.26842,0.023331,He,-1.909,0
DA,7.2,4.08,0.312,0.30371,0.02321,He,-1.994,0
DA,7.2,4.06,0.308,0.34764,0.023098,He,-2.079,0
DA,7.2,4.04,0.306,0.39915,0.02299,He,-2.163,0
DA,7.2,4.02,0.303,0.45579,0.02288,He,-2.247,0
DA,7.2,4,0.3,0.51684,0.022767,He,-2.332,0
DA,7.2,3.98,0.297,0.58434,0.02266,He,-2.416,0
DA,7.2,3.96,0.294,0.65627,0.022545,He,-2.5,0
DA,7.2,3.94,0.291,0.73424,0.022433,He,-2.584,0
DA,7.2,3.92,0.288,0.81784,0.022324,He,-2.668,0
DA,7.2,3.9,0.286,0.90658,0.022217,He,-2.752,0
DA,7.2,3.88,0.283,0.99909,0.022114,He,-2.836,0
DA,7.2,3.86,0.28,1.11098,0.022011,He,-2.92,0
DA,7.2,3.84,0.278,1.17723,0.021912,He,-3.004,0
DA,7.2,3.82,0.275,1.25583,0.021814,He,-3.088,0
DA,7.2,3.8,0.273,1.33913,0.021716,He,-3.171,0
DA,7.2,3.78,0.27,1.44581,0.021623,He,-3.255,0
DA,7.2,3.76,0.269,1.74052,0.021558,He,-3.338,0
DA,7.2,3.74,0.267,2.10092,0.021481,He,-3.421,0
DA,7.2,3.72,0.264,2.51292,0.02138,He,-3.506,0
DA,7.2,3.7,0.261,3.08879,0.021248,He,-3.591,0
DA,7.2,3.68,0.257,3.83991,0.021096,He,-3.677,0
DA,7.2,3.66,0.254,4.76705,0.020952,He,-3.763,0
DA,7.2,3.64,0.251,5.77266,0.020829,He,-3.848,0
DA,7.2,3.62,0.249,6.75874,0.02073,He,-3.932,0
DA,7.2,3.6,0.247,7.6855,0.020653,He,-4.015,0
DA,7.2,3.58,0.245,8.56039,0.020592,He,-4.098,0
DA,7.2,3.56,0.244,9.38897,0.020545,He,-4.18,0
DA,7.2,3.54,0.243,10.24427,0.020504,He,-4.261,0
DA,7.2,3.52,0.242,11.0731,0.020472,He,-4.343,0
DA,7.2,3.5,0.242,11.91078,0.020445,He,-4.424,0
DA,7.2,3.48,0.241,12.77975,0.020422,He,-4.505,0
DA,7.2,3.46,0.241,13.67976,0.020402,He,-4.585,0
DA,7.2,3.44,0.24,14.64336,0.020384,He,-4.666,0
DA,7.2,3.42,0.24,15.66278,0.020367,He,-4.747,0
DA,7.2,3.4,0.24,16.7547,0.020352,He,-4.828,0
DA,7.3,4.5,0.428,0.00977,0.024232,He,-0.277,0
DA,7.3,4.48,0.417,0.013,0.023941,He,-0.368,0
DA,7.3,4.46,0.41,0.01528,0.023767,He,-0.456,0
DA,7.3,4.44,0.405,0.01737,0.023629,He,-0.541,0
DA,7.3,4.42,0.401,0.01939,0.02351,He,-0.626,0
DA,7.3,4.4,0.397,0.0214,0.023402,He,-0.71,0
DA,7.3,4.38,0.393,0.02346,0.023301,He,-0.794,0
DA,7.3,4.36,0.39,0.02583,0.023209,He,-0.878,0
DA,7.3,4.34,0.387,0.03019,0.023111,He,-0.961,0
DA,7.3,4.32,0.383,0.03716,0.022979,He,-1.046,0
DA,7.3,4.3,0.378,0.04719,0.022815,He,-1.131,0
DA,7.3,4.28,0.373,0.05944,0.022646,He,-1.217,0
DA,7.3,4.26,0.368,0.07178,0.022493,He,-1.302,0
DA,7.3,4.24,0.364,0.0843,0.02235,He,-1.386,0
DA,7.3,4.22,0.36,0.10242,0.022245,He,-1.471,0
DA,7.3,4.2,0.357,0.1248,0.022155,He,-1.555,0
DA,7.3,4.18,0.354,0.15008,0.022063,He,-1.639,0
DA,7.3,4.16,0.351,0.17893,0.021971,He,-1.723,0
DA,7.3,4.14,0.348,0.21229,0.021877,He,-1.806,0
DA,7.3,4.12,0.345,0.25152,0.021781,He,-1.89,0
DA,7.3,4.1,0.342,0.29829,0.021683,He,-1.974,0
DA,7.3,4.08,0.339,0.35454,0.021583,He,-2.058,0
DA,7.3,4.06,0.336,0.42277,0.021483,He,-2.142,0
DA,7.3,4.04,0.333,0.50489,0.021383,He,-2.226,0
DA,7.3,4.02,0.33,0.60145,0.021287,He,-2.309,0
DA,7.3,4,0.327,0.71474,0.021193,He,-2.393,0
DA,7.3,3.98,0.324,0.84708,0.021104,He,-2.476,0
DA,7.3,3.96,0.322,1.00364,0.021018,He,-2.56,0
DA,7.3,3.94,0.319,1.16469,0.02094,He,-2.643,0
DA,7.3,3.92,0.317,1.32388,0.020868,He,-2.726,0
DA,7.3,3.9,0.315,1.50338,0.020798,He,-2.809,0
DA,7.3,3.88,0.313,1.70438,0.020729,He,-2.892,0
DA,7.3,3.86,0.311,2.00101,0.020657,He,-2.975,0
DA,7.3,3.84,0.309,2.12689,0.020594,He,-3.058,0
DA,7.3,3.82,0.307,2.29714,0.020524,He,-3.141,0
DA,7.3,3.8,0.305,2.48863,0.020453,He,-3.224,0
DA,7.3,3.78,0.303,2.67758,0.020379,He,-3.307,0
DA,7.3,3.76,0.3,2.86787,0.020298,He,-3.391,0
DA,7.3,3.74,0.298,3.03479,0.020201,He,-3.475,0
DA,7.3,3.72,0.294,3.01897,0.020082,He,-3.56,0
DA,7.3,3.7,0.29,3.17314,0.01993,He,-3.646,0
DA,7.3,3.68,0.285,3.45386,0.019765,He,-3.733,0
DA,7.3,3.66,0.281,3.95546,0.019616,He,-3.82,0
DA,7.3,3.64,0.277,4.60663,0.019496,He,-3.905,0
DA,7.3,3.62,0.274,5.31233,0.019404,He,-3.989,0
DA,7.3,3.6,0.272,6.02981,0.019335,He,-4.072,0
DA,7.3,3.58,0.271,6.75732,0.019281,He,-4.154,0
DA,7.3,3.56,0.27,7.62963,0.01925,He,-4.236,0
DA,7.3,3.54,0.269,8.51004,0.019224,He,-4.317,0
DA,7.3,3.52,0.269,9.38972,0.019204,He,-4.398,0
DA,7.3,3.5,0.268,10.28517,0.019186,He,-4.479,0
DA,7.3,3.48,0.268,11.22527,0.019171,He,-4.56,0
DA,7.3,3.46,0.267,12.19957,0.019157,He,-4.64,0
DA,7.3,3.44,0.267,13.24513,0.019145,He,-4.721,0
DA,7.3,3.42,0.267,14.36153,0.019134,He,-4.801,0
DA,7.3,3.4,0.266,15.52994,0.019123,He,-4.882,0
DA,7.4,4.42,0.43,0.03426,0.021682,He,-0.693,0
DA,7.4,4.4,0.426,0.03912,0.021578,He,-0.779,0
DA,7.4,4.38,0.421,0.04447,0.021485,He,-0.863,0
