spec_type,logg,log(teff),mWD,tcool(gyr),R(Rsun),core,log(L),TpreWD(gyr)
DA,9.1,4.58,1.22,0.08469,0.005158,ONe,-1.301,0
DA,9.1,4.56,1.219,0.10141,0.005157,ONe,-1.381,0
DA,9.1,4.54,1.219,0.12015,0.005156,ONe,-1.461,0
DA,9.1,4.52,1.218,0.14113,0.005156,ONe,-1.541,0
DA,9.1,4.5,1.218,0.16459,0.005155,ONe,-1.621,0
DA,9.1,4.48,1.217,0.19075,0.005155,ONe,-1.702,0
DA,9.1,4.46,1.217,0.21982,0.005154,ONe,-1.782,0
DA,9.1,4.44,1.216,0.25643,0.005153,ONe,-1.862,0
DA,9.1,4.42,1.214,0.30774,0.005151,ONe,-1.943,0
DA,9.1,4.4,1.212,0.36393,0.005149,ONe,-2.024,0
DA,9.1,4.38,1.21,0.42183,0.005147,ONe,-2.104,0
DA,9.1,4.36,1.208,0.47968,0.005146,ONe,-2.185,0
DA,9.1,4.34,1.207,0.54328,0.005145,ONe,-2.265,0
DA,9.1,4.32,1.206,0.6102,0.005144,ONe,-2.346,0
DA,9.1,4.3,1.205,0.68204,0.005143,ONe,-2.426,0
DA,9.1,4.28,1.205,0.75589,0.005142,ONe,-2.506,0
DA,9.1,4.26,1.205,0.83311,0.005141,ONe,-2.586,0
DA,9.1,4.24,1.204,0.91446,0.005141,ONe,-2.666,0
DA,9.1,4.22,1.204,1,0.00514,ONe,-2.746,0
DA,9.1,4.2,1.204,1.09047,0.00514,ONe,-2.827,0
DA,9.1,4.18,1.203,1.18584,0.005139,ONe,-2.907,0
DA,9.1,4.16,1.203,1.28687,0.005139,ONe,-2.987,0
DA,9.1,4.14,1.203,1.39094,0.005139,ONe,-3.067,0
DA,9.1,4.12,1.203,1.49983,0.005138,ONe,-3.147,0
DA,9.1,4.1,1.203,1.61633,0.005138,ONe,-3.227,0
DA,9.1,4.08,1.203,1.74033,0.005138,ONe,-3.307,0
DA,9.1,4.06,1.202,1.86856,0.005137,ONe,-3.387,0
DA,9.1,4.04,1.202,2.00513,0.005137,ONe,-3.467,0
DA,9.1,4.02,1.202,2.14998,0.005137,ONe,-3.547,0
DA,9.1,4,1.202,2.30292,0.005137,ONe,-3.627,0
DA,9.1,3.98,1.202,2.46391,0.005137,ONe,-3.707,0
DA,9.1,3.96,1.202,2.63277,0.005136,ONe,-3.787,0
DA,9.1,3.94,1.202,2.80898,0.005136,ONe,-3.867,0
DA,9.1,3.92,1.202,2.99217,0.005136,ONe,-3.947,0
DA,9.1,3.9,1.202,3.1823,0.005136,ONe,-4.027,0
DA,9.1,3.88,1.202,3.37899,0.005136,ONe,-4.107,0
DA,9.1,3.86,1.202,3.58197,0.005136,ONe,-4.187,0
DA,9.1,3.84,1.201,3.79076,0.005135,ONe,-4.267,0
DA,9.1,3.82,1.201,4.0062,0.005135,ONe,-4.347,0
DA,9.1,3.8,1.201,4.23959,0.005135,ONe,-4.427,0
DA,9.1,3.78,1.201,4.52726,0.005135,ONe,-4.508,0
DA,9.1,3.76,1.201,4.88108,0.005135,ONe,-4.588,0
DA,9.1,3.74,1.201,5.23514,0.005134,ONe,-4.668,0
DA,9.1,3.72,1.201,5.53435,0.005134,ONe,-4.748,0
DA,9.1,3.7,1.201,5.77683,0.005134,ONe,-4.828,0
DA,9.1,3.68,1.201,5.95559,0.005134,ONe,-4.908,0
DA,9.1,3.66,1.201,6.09044,0.005134,ONe,-4.988,0
DA,9.1,3.64,1.201,6.19942,0.005134,ONe,-5.068,0
DA,9.1,3.62,1.201,6.28375,0.005133,ONe,-5.148,0
DA,9.1,3.6,1.201,6.35612,0.005133,ONe,-5.228,0
DA,9.1,3.58,1.201,6.42186,0.005132,ONe,-5.308,0
DA,9.1,3.56,1.201,6.48225,0.005131,ONe,-5.388,0
DA,9.1,3.54,1.201,6.53818,0.005131,ONe,-5.468,0
DA,9.1,3.52,1.201,6.59376,0.00513,ONe,-5.548,0
DA,9.1,3.5,1.201,6.64933,0.005129,ONe,-5.628,0
DA,9.1,3.48,1.201,6.70491,0.005129,ONe,-5.708,0
DA,9.1,3.46,1.201,6.76047,0.005128,ONe,-5.788,0
DA,9.1,3.44,1.2,6.81604,0.005127,ONe,-5.868,0
DA,9.1,3.42,1.2,6.8716,0.005127,ONe,-5.948,0
DA,9.1,3.4,1.2,6.92716,0.005126,ONe,-6.028,0
DA,9.2,4.9,1.261,0.00029,0.004698,ONe,-0.106,0
DA,9.2,4.88,1.26,0.00036,0.004697,ONe,-0.187,0
DA,9.2,4.86,1.26,0.00049,0.004696,ONe,-0.267,0
DA,9.2,4.84,1.259,0.00085,0.004695,ONe,-0.347,0
DA,9.2,4.82,1.258,0.00236,0.004694,ONe,-0.427,0
DA,9.2,4.8,1.257,0.00467,0.004693,ONe,-0.508,0
DA,9.2,4.78,1.256,0.00751,0.004691,ONe,-0.588,0
DA,9.2,4.76,1.256,0.0112,0.00469,ONe,-0.668,0
DA,9.2,4.74,1.255,0.01667,0.004688,ONe,-0.748,0
DA,9.2,4.72,1.254,0.02372,0.004686,ONe,-0.829,0
DA,9.2,4.7,1.254,0.0321,0.004685,ONe,-0.909,0
DA,9.2,4.68,1.253,0.04184,0.004683,ONe,-0.989,0
DA,9.2,4.66,1.253,0.05301,0.004682,ONe,-1.069,0
DA,9.2,4.64,1.252,0.06568,0.004681,ONe,-1.149,0
DA,9.2,4.62,1.252,0.07995,0.00468,ONe,-1.23,0
DA,9.2,4.6,1.251,0.09599,0.004679,ONe,-1.31,0
DA,9.2,4.58,1.251,0.11395,0.004678,ONe,-1.39,0
DA,9.2,4.56,1.251,0.13524,0.004677,ONe,-1.47,0
DA,9.2,4.54,1.249,0.16386,0.004676,ONe,-1.55,0
DA,9.2,4.52,1.248,0.19642,0.004676,ONe,-1.631,0
DA,9.2,4.5,1.246,0.22924,0.004676,ONe,-1.711,0
DA,9.2,4.48,1.245,0.26264,0.004676,ONe,-1.792,0
DA,9.2,4.46,1.245,0.29754,0.004675,ONe,-1.872,0
DA,9.2,4.44,1.244,0.33882,0.004675,ONe,-1.952,0
DA,9.2,4.42,1.243,0.39166,0.00467,ONe,-2.033,0
DA,9.2,4.4,1.241,0.45035,0.004663,ONe,-2.113,0
DA,9.2,4.38,1.24,0.51308,0.004657,ONe,-2.194,0
DA,9.2,4.36,1.239,0.57613,0.004652,ONe,-2.274,0
DA,9.2,4.34,1.238,0.64227,0.004649,ONe,-2.354,0
DA,9.2,4.32,1.237,0.70992,0.004646,ONe,-2.435,0
DA,9.2,4.3,1.236,0.78216,0.004643,ONe,-2.515,0
DA,9.2,4.28,1.236,0.85524,0.004641,ONe,-2.595,0
DA,9.2,4.26,1.236,0.93092,0.00464,ONe,-2.675,0
DA,9.2,4.24,1.236,1.01033,0.00464,ONe,-2.755,0
DA,9.2,4.22,1.235,1.09363,0.004639,ONe,-2.835,0
DA,9.2,4.2,1.235,1.18204,0.004638,ONe,-2.915,0
DA,9.2,4.18,1.235,1.27535,0.004638,ONe,-2.995,0
DA,9.2,4.16,1.235,1.37409,0.004637,ONe,-3.075,0
DA,9.2,4.14,1.235,1.47457,0.004636,ONe,-3.155,0
DA,9.2,4.12,1.235,1.57848,0.004636,ONe,-3.236,0
DA,9.2,4.1,1.234,1.6892,0.004636,ONe,-3.316,0
DA,9.2,4.08,1.234,1.80656,0.004635,ONe,-3.396,0
DA,9.2,4.06,1.234,1.93026,0.004635,ONe,-3.476,0
DA,9.2,4.04,1.234,2.06012,0.004635,ONe,-3.556,0
DA,9.2,4.02,1.234,2.19576,0.004634,ONe,-3.636,0
DA,9.2,4,1.234,2.33668,0.004634,ONe,-3.716,0
DA,9.2,3.98,1.234,2.48273,0.004634,ONe,-3.796,0
DA,9.2,3.96,1.234,2.63376,0.004634,ONe,-3.876,0
DA,9.2,3.94,1.234,2.78909,0.004634,ONe,-3.956,0
DA,9.2,3.92,1.234,2.94835,0.004633,ONe,-4.036,0
DA,9.2,3.9,1.234,3.11141,0.004633,ONe,-4.116,0
DA,9.2,3.88,1.234,3.27791,0.004633,ONe,-4.196,0
DA,9.2,3.86,1.234,3.44711,0.004633,ONe,-4.276,0
DA,9.2,3.84,1.234,3.61875,0.004633,ONe,-4.356,0
DA,9.2,3.82,1.234,3.79415,0.004632,ONe,-4.436,0
DA,9.2,3.8,1.234,3.98589,0.004632,ONe,-4.516,0
DA,9.2,3.78,1.233,4.2257,0.004632,ONe,-4.596,0
DA,9.2,3.76,1.233,4.50709,0.004632,ONe,-4.676,0
DA,9.2,3.74,1.233,4.76902,0.004631,ONe,-4.756,0
DA,9.2,3.72,1.233,4.97833,0.004631,ONe,-4.836,0
DA,9.2,3.7,1.233,5.1437,0.004631,ONe,-4.916,0
DA,9.2,3.68,1.233,5.26138,0.004631,ONe,-4.996,0
DA,9.2,3.66,1.233,5.34866,0.004631,ONe,-5.076,0
DA,9.2,3.64,1.233,5.42399,0.004631,ONe,-5.156,0
DA,9.2,3.62,1.233,5.47782,0.00463,ONe,-5.236,0
DA,9.2,3.6,1.233,5.53046,0.004629,ONe,-5.316,0
DA,9.2,3.58,1.233,5.58316,0.004628,ONe,-5.396,0
DA,9.2,3.56,1.233,5.63588,0.004627,ONe,-5.476,0
DA,9.2,3.54,1.233,5.68863,0.004626,ONe,-5.556,0
DA,9.2,3.52,1.233,5.74141,0.004625,ONe,-5.636,0
DA,9.2,3.5,1.233,5.79422,0.004624,ONe,-5.716,0
DA,9.2,3.48,1.233,5.84706,0.004623,ONe,-5.796,0
DA,9.2,3.46,1.233,5.89992,0.004622,ONe,-5.876,0
DA,9.2,3.44,1.233,5.95281,0.004621,ONe,-5.956,0
DA,9.2,3.42,1.233,6.00573,0.00462,ONe,-6.036,0
DA,9.2,3.4,1.233,6.05868,0.004619,ONe,-6.116,0
DA,9.3,4.9,1.291,0.0003,0.004212,ONe,-0.196,0
DA,9.3,4.88,1.29,0.00039,0.004212,ONe,-0.276,0
DA,9.3,4.86,1.289,0.00058,0.004212,ONe,-0.357,0
DA,9.3,4.84,1.289,0.0012,0.004212,ONe,-0.437,0
DA,9.3,4.82,1.287,0.00399,0.004212,ONe,-0.517,0
DA,9.3,4.8,1.286,0.00829,0.004212,ONe,-0.598,0
DA,9.3,4.78,1.286,0.01354,0.004212,ONe,-0.678,0
DA,9.3,4.76,1.285,0.01986,0.004212,ONe,-0.758,0
DA,9.3,4.74,1.284,0.02751,0.004211,ONe,-0.838,0
DA,9.3,4.72,1.284,0.03652,0.004211,ONe,-0.919,0
DA,9.3,4.7,1.283,0.0469,0.004211,ONe,-0.999,0
DA,9.3,4.68,1.283,0.05874,0.004211,ONe,-1.079,0
DA,9.3,4.66,1.282,0.07217,0.00421,ONe,-1.159,0
DA,9.3,4.64,1.282,0.08728,0.00421,ONe,-1.239,0
DA,9.3,4.62,1.282,0.10428,0.00421,ONe,-1.319,0
DA,9.3,4.6,1.281,0.12332,0.00421,ONe,-1.399,0
DA,9.3,4.58,1.281,0.14461,0.00421,ONe,-1.48,0
DA,9.3,4.56,1.28,0.17099,0.004209,ONe,-1.56,0
DA,9.3,4.54,1.278,0.21116,0.004209,ONe,-1.641,0
DA,9.3,4.52,1.274,0.25747,0.004211,ONe,-1.722,0
DA,9.3,4.5,1.272,0.30147,0.004212,ONe,-1.803,0
DA,9.3,4.48,1.27,0.34339,0.004213,ONe,-1.883,0
DA,9.3,4.46,1.269,0.385,0.004213,ONe,-1.963,0
DA,9.3,4.44,1.268,0.4309,0.004214,ONe,-2.044,0
DA,9.3,4.42,1.267,0.48255,0.004212,ONe,-2.124,0
DA,9.3,4.4,1.266,0.53795,0.004209,ONe,-2.205,0
DA,9.3,4.38,1.265,0.59673,0.004206,ONe,-2.285,0
DA,9.3,4.36,1.264,0.65622,0.004204,ONe,-2.365,0
DA,9.3,4.34,1.264,0.71859,0.004202,ONe,-2.445,0
DA,9.3,4.32,1.263,0.78299,0.0042,ONe,-2.526,0
DA,9.3,4.3,1.263,0.85103,0.004199,ONe,-2.606,0
DA,9.3,4.28,1.263,0.92067,0.004198,ONe,-2.686,0
DA,9.3,4.26,1.262,0.99284,0.004198,ONe,-2.766,0
DA,9.3,4.24,1.262,1.06749,0.004197,ONe,-2.846,0
DA,9.3,4.22,1.262,1.14484,0.004197,ONe,-2.926,0
DA,9.3,4.2,1.262,1.22647,0.004197,ONe,-3.006,0
DA,9.3,4.18,1.262,1.31232,0.004196,ONe,-3.086,0
DA,9.3,4.16,1.262,1.40261,0.004196,ONe,-3.166,0
DA,9.3,4.14,1.262,1.49521,0.004196,ONe,-3.246,0
DA,9.3,4.12,1.262,1.59081,0.004196,ONe,-3.326,0
DA,9.3,4.1,1.261,1.69104,0.004195,ONe,-3.406,0
DA,9.3,4.08,1.261,1.7957,0.004195,ONe,-3.486,0
DA,9.3,4.06,1.261,1.90444,0.004195,ONe,-3.566,0
DA,9.3,4.04,1.261,2.01704,0.004195,ONe,-3.646,0
DA,9.3,4.02,1.261,2.13322,0.004195,ONe,-3.726,0
DA,9.3,4,1.261,2.25262,0.004195,ONe,-3.806,0
DA,9.3,3.98,1.261,2.37508,0.004195,ONe,-3.886,0
DA,9.3,3.96,1.261,2.50056,0.004195,ONe,-3.966,0
DA,9.3,3.94,1.261,2.62858,0.004194,ONe,-4.046,0
DA,9.3,3.92,1.261,2.75877,0.004194,ONe,-4.126,0
DA,9.3,3.9,1.261,2.89093,0.004194,ONe,-4.206,0
DA,9.3,3.88,1.261,3.02474,0.004194,ONe,-4.286,0
DA,9.3,3.86,1.261,3.15976,0.004194,ONe,-4.366,0
DA,9.3,3.84,1.261,3.29588,0.004194,ONe,-4.446,0
DA,9.3,3.82,1.261,3.43441,0.004194,ONe,-4.526,0
DA,9.3,3.8,1.261,3.58606,0.004194,ONe,-4.607,0
DA,9.3,3.78,1.261,3.7761,0.004194,ONe,-4.687,0
DA,9.3,3.76,1.261,3.99568,0.004193,ONe,-4.767,0
DA,9.3,3.74,1.26,4.19496,0.004193,ONe,-4.847,0
DA,9.3,3.72,1.26,4.35118,0.004193,ONe,-4.927,0
DA,9.3,3.7,1.26,4.4731,0.004193,ONe,-5.007,0
DA,9.3,3.68,1.26,4.55886,0.004193,ONe,-5.087,0
DA,9.3,3.66,1.26,4.62213,0.004193,ONe,-5.167,0
DA,9.3,3.64,1.26,4.67595,0.004193,ONe,-5.247,0
DA,9.3,3.62,1.26,4.71395,0.004193,ONe,-5.327,0
DA,9.3,3.6,1.26,4.7489,0.004192,ONe,-5.407,0
DA,9.3,3.58,1.26,4.784,0.004192,ONe,-5.487,0
DA,9.3,3.56,1.26,4.81915,0.004191,ONe,-5.567,0
DA,9.3,3.54,1.26,4.85435,0.004191,ONe,-5.647,0
DA,9.3,3.52,1.26,4.8896,0.004191,ONe,-5.727,0
DA,9.3,3.5,1.26,4.9249,0.00419,ONe,-5.807,0
DA,9.3,3.48,1.26,4.96025,0.00419,ONe,-5.887,0
DA,9.3,3.46,1.26,4.99565,0.004189,ONe,-5.967,0
DA,9.3,3.44,1.26,5.0311,0.004189,ONe,-6.047,0
DA,9.3,3.42,1.26,5.0666,0.004189,ONe,-6.127,0
DA,9.3,3.4,1.26,5.10214,0.004188,ONe,-6.207,0
DA,9.4,4.9,1.321,0.00031,0.003726,ONe,-0.286,0
DA,9.4,4.88,1.32,0.00043,0.003727,ONe,-0.366,0
DA,9.4,4.86,1.319,0.00068,0.003728,ONe,-0.446,0
DA,9.4,4.84,1.318,0.00155,0.003729,ONe,-0.527,0
DA,9.4,4.82,1.317,0.00562,0.00373,ONe,-0.607,0
DA,9.4,4.8,1.316,0.01192,0.003731,ONe,-0.688,0
DA,9.4,4.78,1.315,0.01957,0.003733,ONe,-0.768,0
DA,9.4,4.76,1.314,0.02852,0.003734,ONe,-0.848,0
DA,9.4,4.74,1.314,0.03835,0.003735,ONe,-0.928,0
DA,9.4,4.72,1.313,0.04931,0.003736,ONe,-1.008,0
DA,9.4,4.7,1.313,0.06171,0.003737,ONe,-1.089,0
DA,9.4,4.68,1.312,0.07564,0.003738,ONe,-1.169,0
DA,9.4,4.66,1.312,0.09132,0.003739,ONe,-1.249,0
DA,9.4,4.64,1.312,0.10889,0.003739,ONe,-1.329,0
DA,9.4,4.62,1.311,0.1286,0.00374,ONe,-1.409,0
DA,9.4,4.6,1.311,0.15065,0.003741,ONe,-1.489,0
DA,9.4,4.58,1.311,0.17527,0.003741,ONe,-1.569,0
DA,9.4,4.56,1.31,0.20675,0.003742,ONe,-1.649,0
DA,9.4,4.54,1.307,0.25845,0.003743,ONe,-1.731,0
DA,9.4,4.52,1.301,0.31852,0.003745,ONe,-1.813,0
DA,9.4,4.5,1.297,0.3737,0.003748,ONe,-1.894,0
DA,9.4,4.48,1.295,0.42414,0.00375,ONe,-1.975,0
DA,9.4,4.46,1.294,0.47247,0.003751,ONe,-2.055,0
DA,9.4,4.44,1.293,0.52298,0.003753,ONe,-2.135,0
DA,9.4,4.42,1.292,0.57345,0.003754,ONe,-2.216,0
DA,9.4,4.4,1.291,0.62556,0.003755,ONe,-2.296,0
DA,9.4,4.38,1.29,0.68039,0.003755,ONe,-2.376,0
DA,9.4,4.36,1.29,0.73632,0.003755,ONe,-2.456,0
DA,9.4,4.34,1.29,0.79492,0.003755,ONe,-2.536,0
DA,9.4,4.32,1.29,0.85606,0.003755,ONe,-2.617,0
DA,9.4,4.3,1.289,0.91989,0.003755,ONe,-2.697,0
DA,9.4,4.28,1.289,0.98611,0.003755,ONe,-2.777,0
DA,9.4,4.26,1.289,1.05476,0.003755,ONe,-2.857,0
DA,9.4,4.24,1.289,1.12465,0.003755,ONe,-2.937,0
DA,9.4,4.22,1.289,1.19605,0.003755,ONe,-3.017,0
DA,9.4,4.2,1.289,1.27091,0.003755,ONe,-3.097,0
DA,9.4,4.18,1.289,1.34928,0.003755,ONe,-3.177,0
DA,9.4,4.16,1.289,1.43113,0.003755,ONe,-3.257,0
DA,9.4,4.14,1.289,1.51584,0.003755,ONe,-3.337,0
DA,9.4,4.12,1.288,1.60314,0.003755,ONe,-3.417,0
DA,9.4,4.1,1.288,1.69287,0.003755,ONe,-3.497,0
DA,9.4,4.08,1.288,1.78485,0.003755,ONe,-3.577,0
DA,9.4,4.06,1.288,1.87862,0.003755,ONe,-3.657,0
DA,9.4,4.04,1.288,1.97396,0.003755,ONe,-3.737,0
DA,9.4,4.02,1.288,2.07068,0.003755,ONe,-3.817,0
DA,9.4,4,1.288,2.16856,0.003755,ONe,-3.897,0
DA,9.4,3.98,1.288,2.26744,0.003755,ONe,-3.977,0
DA,9.4,3.96,1.288,2.36737,0.003755,ONe,-4.057,0
DA,9.4,3.94,1.288,2.46807,0.003755,ONe,-4.137,0
DA,9.4,3.92,1.288,2.56919,0.003755,ONe,-4.217,0
DA,9.4,3.9,1.288,2.67044,0.003755,ONe,-4.297,0
DA,9.4,3.88,1.288,2.77156,0.003755,ONe,-4.377,0
DA,9.4,3.86,1.288,2.87241,0.003755,ONe,-4.457,0
DA,9.4,3.84,1.288,2.97302,0.003755,ONe,-4.537,0
DA,9.4,3.82,1.288,3.07467,0.003755,ONe,-4.617,0
DA,9.4,3.8,1.288,3.18623,0.003755,ONe,-4.697,0
DA,9.4,3.78,1.288,3.32652,0.003755,ONe,-4.777,0
DA,9.4,3.76,1.288,3.48427,0.003755,ONe,-4.857,0
DA,9.4,3.74,1.288,3.62091,0.003755,ONe,-4.937,0
DA,9.4,3.72,1.288,3.72403,0.003755,ONe,-5.017,0
DA,9.4,3.7,1.288,3.8025,0.003755,ONe,-5.097,0
DA,9.4,3.68,1.287,3.85635,0.003755,ONe,-5.177,0
DA,9.4,3.66,1.287,3.8956,0.003755,ONe,-5.257,0
DA,9.4,3.64,1.287,3.92791,0.003755,ONe,-5.337,0
DA,9.4,3.62,1.287,3.95009,0.003755,ONe,-5.417,0
DA,9.4,3.6,1.287,3.96735,0.003755,ONe,-5.497,0
DA,9.4,3.58,1.287,3.98485,0.003755,ONe,-5.577,0
DA,9.4,3.56,1.287,4.00243,0.003756,ONe,-5.657,0
DA,9.4,3.54,1.287,4.02008,0.003756,ONe,-5.737,0
DA,9.4,3.52,1.287,4.0378,0.003756,ONe,-5.817,0
DA,9.4,3.5,1.287,4.05559,0.003756,ONe,-5.897,0
DA,9.4,3.48,1.287,4.07345,0.003757,ONe,-5.977,0
DA,9.4,3.46,1.287,4.09139,0.003757,ONe,-6.058,0
DA,9.4,3.44,1.287,4.10939,0.003757,ONe,-6.138,0
DA,9.4,3.42,1.287,4.12747,0.003757,ONe,-6.218,0
DA,9.4,3.4,1.287,4.14561,0.003757,ONe,-6.298,0
DA,9.5,4.9,1.35,0.00032,0.00324,ONe,-0.376,0
DA,9.5,4.88,1.35,0.00046,0.003242,ONe,-0.456,0
DA,9.5,4.86,1.349,0.00077,0.003244,ONe,-0.536,0
DA,9.5,4.84,1.348,0.0019,0.003246,ONe,-0.616,0
DA,9.5,4.82,1.346,0.00725,0.003249,ONe,-0.697,0
DA,9.5,4.8,1.345,0.01555,0.003251,ONe,-0.777,0
DA,9.5,4.78,1.344,0.0256,0.003253,ONe,-0.858,0
DA,9.5,4.76,1.343,0.03718,0.003256,ONe,-0.938,0
DA,9.5,4.74,1.343,0.04918,0.003259,ONe,-1.018,0
DA,9.5,4.72,1.343,0.06211,0.003262,ONe,-1.098,0
DA,9.5,4.7,1.342,0.07651,0.003264,ONe,-1.178,0
DA,9.5,4.68,1.342,0.09254,0.003266,ONe,-1.258,0
DA,9.5,4.66,1.342,0.11047,0.003267,ONe,-1.339,0
DA,9.5,4.64,1.341,0.13049,0.003269,ONe,-1.419,0
DA,9.5,4.62,1.341,0.15292,0.00327,ONe,-1.499,0
DA,9.5,4.6,1.341,0.17798,0.003272,ONe,-1.579,0
DA,9.5,4.58,1.34,0.20593,0.003273,ONe,-1.659,0
DA,9.5,4.56,1.34,0.24251,0.003274,ONe,-1.739,0
DA,9.5,4.54,1.335,0.30575,0.003276,ONe,-1.821,0
DA,9.5,4.52,1.328,0.37958,0.00328,ONe,-1.903,0
DA,9.5,4.5,1.323,0.44592,0.003284,ONe,-1.985,0
DA,9.5,4.48,1.32,0.5049,0.003287,ONe,-2.066,0
DA,9.5,4.46,1.319,0.55993,0.003289,ONe,-2.147,0
DA,9.5,4.44,1.317,0.61506,0.003292,ONe,-2.227,0
DA,9.5,4.42,1.316,0.66434,0.003296,ONe,-2.307,0
DA,9.5,4.4,1.316,0.71316,0.003301,ONe,-2.387,0
DA,9.5,4.38,1.316,0.76405,0.003304,ONe,-2.468,0
DA,9.5,4.36,1.316,0.81641,0.003307,ONe,-2.547,0
DA,9.5,4.34,1.316,0.87124,0.003308,ONe,-2.627,0
DA,9.5,4.32,1.316,0.92913,0.00331,ONe,-2.707,0
DA,9.5,4.3,1.316,0.98875,0.003311,ONe,-2.787,0
DA,9.5,4.28,1.316,1.05154,0.003312,ONe,-2.867,0
DA,9.5,4.26,1.316,1.11668,0.003313,ONe,-2.948,0
DA,9.5,4.24,1.316,1.18181,0.003313,ONe,-3.028,0
DA,9.5,4.22,1.316,1.24726,0.003313,ONe,-3.108,0
DA,9.5,4.2,1.316,1.31535,0.003314,ONe,-3.188,0
DA,9.5,4.18,1.316,1.38625,0.003314,ONe,-3.268,0
DA,9.5,4.16,1.316,1.45964,0.003314,ONe,-3.348,0
DA,9.5,4.14,1.315,1.53648,0.003315,ONe,-3.428,0
DA,9.5,4.12,1.315,1.61547,0.003315,ONe,-3.508,0
DA,9.5,4.1,1.315,1.6947,0.003315,ONe,-3.588,0
DA,9.5,4.08,1.315,1.77399,0.003315,ONe,-3.668,0
DA,9.5,4.06,1.315,1.8528,0.003315,ONe,-3.748,0
DA,9.5,4.04,1.315,1.93087,0.003316,ONe,-3.828,0
DA,9.5,4.02,1.315,2.00814,0.003316,ONe,-3.908,0
DA,9.5,4,1.315,2.08449,0.003316,ONe,-3.988,0
DA,9.5,3.98,1.315,2.15979,0.003316,ONe,-4.068,0
DA,9.5,3.96,1.315,2.23418,0.003316,ONe,-4.148,0
DA,9.5,3.94,1.315,2.30757,0.003316,ONe,-4.228,0
DA,9.5,3.92,1.315,2.37961,0.003316,ONe,-4.308,0
DA,9.5,3.9,1.315,2.44996,0.003316,ONe,-4.388,0
DA,9.5,3.88,1.315,2.51839,0.003317,ONe,-4.468,0
DA,9.5,3.86,1.315,2.58506,0.003317,ONe,-4.548,0
DA,9.5,3.84,1.315,2.65015,0.003317,ONe,-4.628,0
DA,9.5,3.82,1.315,2.71492,0.003317,ONe,-4.708,0
DA,9.5,3.8,1.315,2.7864,0.003317,ONe,-4.788,0
DA,9.5,3.78,1.315,2.87693,0.003317,ONe,-4.868,0
DA,9.5,3.76,1.315,2.97286,0.003317,ONe,-4.948,0
DA,9.5,3.74,1.315,3.04686,0.003317,ONe,-5.028,0
DA,9.5,3.72,1.315,3.09688,0.003317,ONe,-5.108,0
DA,9.5,3.7,1.315,3.1319,0.003318,ONe,-5.188,0
DA,9.5,3.68,1.315,3.15383,0.003318,ONe,-5.268,0
DA,9.5,3.66,1.315,3.16907,0.003318,ONe,-5.348,0
DA,9.5,3.64,1.315,3.17986,0.003318,ONe,-5.428,0
DA,9.5,3.62,1.315,3.18621,0.003318,ONe,-5.508,0
DA,9.5,3.6,1.315,3.18578,0.003318,ONe,-5.588,0
DA,9.5,3.58,1.314,3.18569,0.003319,ONe,-5.668,0
DA,9.5,3.56,1.314,3.1857,0.00332,ONe,-5.748,0
DA,9.5,3.54,1.314,3.18579,0.003321,ONe,-5.828,0
DA,9.5,3.52,1.314,3.18598,0.003322,ONe,-5.908,0
DA,9.5,3.5,1.314,3.18627,0.003322,ONe,-5.988,0
DA,9.5,3.48,1.314,3.18664,0.003323,ONe,-6.068,0
DA,9.5,3.46,1.314,3.18711,0.003324,ONe,-6.148,0
DA,9.5,3.44,1.314,3.18768,0.003325,ONe,-6.228,0
DA,9.5,3.42,1.314,3.18833,0.003326,ONe,-6.308,0
DA,9.5,3.4,1.314,3.18908,0.003327,ONe,-6.388,0
DB,7.5,4.9,0.532,0.00028,0.02157,CO,1.219,1.414
DB,7.5,4.88,0.528,0.00035,0.021474,CO,1.135,1.31
DB,7.5,4.86,0.523,0.00043,0.021357,CO,1.052,1.201
DB,7.5,4.84,0.518,0.00054,0.021222,CO,0.968,1.087
DB,7.6,4.9,0.55,0.00034,0.019475,CO,1.133,1.81
DB,7.6,4.88,0.542,0.00043,0.019322,CO,1.047,1.66
DB,7.6,4.86,0.538,0.00053,0.019285,CO,0.964,1.568
DB,7.6,4.84,0.535,0.00064,0.019232,CO,0.881,1.475
DB,7.6,4.82,0.53,0.00077,0.019161,CO,0.798,1.375
DB,7.6,4.8,0.526,0.00093,0.019074,CO,0.714,1.272
DB,7.6,4.78,0.522,0.00112,0.018978,CO,0.63,1.166
DB,7.6,4.76,0.517,0.00135,0.018876,CO,0.547,1.059
DB,7.7,4.9,0.578,0.00036,0.017797,CO,1.055,2.382
DB,7.7,4.88,0.572,0.00045,0.017711,CO,0.97,2.26
DB,7.7,4.86,0.566,0.00056,0.017615,CO,0.886,2.135
DB,7.7,4.84,0.56,0.00069,0.017511,CO,0.801,2.005
DB,7.7,4.82,0.553,0.00084,0.017401,CO,0.716,1.873
DB,7.7,4.8,0.546,0.00102,0.017287,CO,0.63,1.738
DB,7.7,4.78,0.541,0.00122,0.0172,CO,0.546,1.623
DB,7.7,4.76,0.537,0.00143,0.017159,CO,0.463,1.543
DB,7.7,4.74,0.534,0.00167,0.017109,CO,0.38,1.459
DB,7.7,4.72,0.53,0.00195,0.017052,CO,0.297,1.373
DB,7.7,4.7,0.527,0.00228,0.01699,CO,0.214,1.287
