thickness,Mass,logT,logg,logR,logtau,logL
thin,0.25,4.0951796208923,7.17688318,-1.67043768167446,7.86017324293105,31.5775189136728
thin,0.25,4.0876432128264,7.18095633,-1.67247438469083,7.91074795316414,31.5433001536602
thin,0.25,4.08032844567738,7.18481396,-1.67440327360537,7.95731429085553,31.5101834838707
thin,0.25,4.07315917996614,7.18847854,-1.6762356009358,8.00047832900816,31.477841730375
thin,0.25,4.06622545937848,7.19192631,-1.6779593979733,8.04029648596014,31.4466590817085
thin,0.25,4.05963004121276,7.1951339,-1.67956318883435,8.07671906824444,31.4170699303492
thin,0.25,4.05350853940941,7.19804899,-1.68102075640376,8.10910957970027,31.3896688657647
thin,0.25,4.04932093439067,7.20004902,-1.68202070754925,8.13059716059317,31.3709183283459
thin,0.25,4.04586493735754,7.20171899,-1.68285571239882,8.14799304277877,31.355424316003
thin,0.25,4.04268967002904,7.20324162,-1.68361699768627,8.16369049805669,31.3412005954929
thin,0.25,4.03955494656855,7.2047397,-1.6843660382955,8.17893696735169,31.3271637134662
thin,0.25,4.03653946060926,7.20618381,-1.68508795510718,8.19338314930875,31.3136576121659
thin,0.25,4.03369334052274,7.20755113,-1.6857717101382,8.20682830375819,31.300905769677
thin,0.25,4.03097985666676,7.20885689,-1.68642470196822,8.21947921406086,31.2887460764931
thin,0.25,4.02834275694941,7.21012661,-1.68705954458447,8.23162095543623,31.2769280182873
thin,0.25,4.02574528410851,7.2113785,-1.68768558454483,8.24343692004825,31.2652863250216
thin,0.25,4.02317616941635,7.21261814,-1.68830521883947,8.25498794901536,31.2537701459233
thin,0.25,4.0206234792258,7.21384506,-1.6889187237144,8.26632696753146,31.2423324296998
thin,0.25,4.01804353929107,7.21507521,-1.68953370731896,8.27764702721702,31.2307826889069
thin,0.25,4.01540972574393,7.21632465,-1.69015843281712,8.2890738700277,31.2189979112442
thin,0.25,4.01273273268942,7.21759224,-1.69079232843413,8.30050961638258,31.2070222082823
thin,0.25,4.01008429115812,7.21886075,-1.69142653713043,8.31172398904212,31.1951601693385
thin,0.25,4.0075097424405,7.22016937,-1.69208072026782,8.32256431835592,31.1835531106333
thin,0.25,4.00519726599148,7.22132469,-1.69265866967171,8.33219943118512,31.173148083796
thin,0.25,4.0028365397151,7.22249197,-1.69324231780657,8.34191880443951,31.162537822347
thin,0.25,4.00046801273125,7.22365063,-1.69382150769142,8.35158258452374,31.1519049562043
thin,0.25,3.9980653320306,7.22482288,-1.69440764830919,8.36129691547004,31.1411219690446
thin,0.25,3.99565782996248,7.22599882,-1.69499550892602,8.3709264625411,31.1303160746557
thin,0.25,3.9932712466241,7.22717689,-1.69558478575707,8.38040644939466,31.1195917106089
thin,0.25,3.99092642880376,7.2283484,-1.69617052150857,8.38965115960823,31.1090409985035
thin,0.25,3.98861875965919,7.22951669,-1.69675456398942,8.3986660629514,31.0986419955567
thin,0.25,3.9863602983813,7.23067503,-1.69733379574527,8.40743917561691,31.0884497310242
thin,0.25,3.98412797041469,7.23182916,-1.69791068738786,8.41605089779793,31.0783661795302
thin,0.25,3.98190212044529,7.23298254,-1.69848741101512,8.42456968158852,31.0683094510503
thin,0.25,3.97965807255745,7.23413696,-1.69906458932823,8.43306559421224,31.0581788162563
thin,0.25,3.97737932934791,7.23530035,-1.69964628708677,8.44162680545561,31.0479007350525
thin,0.25,3.97505453000983,7.2364655,-1.70022907805517,8.45027652036834,31.0374360602827
thin,0.25,3.9726504263825,7.23764508,-1.70081860781933,8.45912806066873,31.0266402928715
thin,0.25,3.97016206646585,7.23883729,-1.70141490278946,8.46818998095064,31.0154947178565
thin,0.25,3.96758797813983,7.24003385,-1.7020129605763,8.47746797280821,31.0040017702704
thin,0.25,3.96489405701366,7.24125277,-1.70262254491088,8.48705759202,30.9920070588098
thin,0.25,3.9620978759978,7.24249035,-1.70324149673433,8.4968975588878,30.9795847464819
thin,0.25,3.95921380163854,7.24373358,-1.70386291025813,8.50693951536122,30.9668052501432
thin,0.25,3.95621978372242,7.24499077,-1.70449153659158,8.51724618871514,30.9535719721855
thin,0.25,3.95312530844323,7.24625347,-1.70512297364293,8.52776326163636,30.9399313871674
thin,0.25,3.94994002155494,7.24751729,-1.70575469601648,8.53847281396025,30.9259264259019
thin,0.25,3.94665799522123,7.24878282,-1.70638765613311,8.54937409419947,30.9115327517044
thin,0.25,3.94328640041041,7.25004699,-1.70701963229491,8.56044001297152,30.8967822544964
thin,0.25,3.93983290960172,7.25130883,-1.70765061885585,8.57165154307452,30.8817064062655
thin,0.25,3.93630030266188,7.25256927,-1.70828092904987,8.58298940037046,30.8663155820791
thin,0.25,3.93269945797712,7.2538266,-1.70890960053301,8.59441995537119,30.8506548719832
thin,0.25,3.92903869544019,7.2550801,-1.70953630503819,8.60591801390664,30.8347582793298
thin,0.25,3.92532557917703,7.2563265,-1.71015943135067,8.61745862609065,30.8186594436028
thin,0.25,3.92155984587977,7.25757169,-1.71078217007408,8.62904743412184,30.8023513309978
thin,0.25,3.91776811790972,7.25880576,-1.7113990579982,8.6406022673202,30.78595029031
thin,0.25,3.91394815042612,7.26003051,-1.71201135545942,8.65213364195623,30.7694457146862
thin,0.25,3.91010761255108,7.26124387,-1.71261807550318,8.66362027667051,30.7528702159198
thin,0.25,3.90625411863058,7.26244428,-1.71321822590435,8.67504198260091,30.7362558318346
thin,0.25,3.90239364041196,7.26363015,-1.71381113226522,8.68638410867785,30.7196280639622
thin,0.25,3.89852989709655,7.26479943,-1.71439579350733,8.69763928716048,30.7030037885717
thin,0.25,3.89466353649112,7.2659495,-1.71497087983243,8.70880827777615,30.686388311064
thin,0.25,3.89078717530988,7.26708518,-1.71553862197155,8.7199187617453,30.669747148974
thin,0.25,3.88691589433132,7.26819937,-1.71609574326271,8.73092941037546,30.6531478473383
thin,0.25,3.8830400177985,7.26929456,-1.71664350219986,8.74187211883502,30.6365491746925
thin,0.25,3.87915865547161,7.27037266,-1.71718251340843,8.75275481224665,30.6199456318629
thin,0.25,3.87527381299626,7.27143416,-1.7177133952118,8.76357630226591,30.6033446867138
thin,0.25,3.87138746271021,7.27247902,-1.71823579066278,8.7743348158159,30.5867544646221
thin,0.25,3.86749752797706,7.27351336,-1.71875293505825,8.78504324850738,30.5701604288921
thin,0.25,3.86362318689874,7.27453298,-1.71926251945952,8.79565197024982,30.5536433706987
thin,0.25,3.85976345343716,7.27553948,-1.71976582625248,8.80616762355895,30.5371979246527
thin,0.25,3.8559201749772,7.27653216,-1.72026217727273,8.81658800041324,30.5208321384659
thin,0.25,3.85209068035839,7.27751586,-1.72075417343951,8.82692654533754,30.5045305314085
thin,0.25,3.84829015724645,7.27848565,-1.7212391708869,8.83714406911751,30.4883586256213
thin,0.25,3.84451430975348,7.27944113,-1.7217168166108,8.84725379217029,30.4722996882056
thin,0.25,3.84076023773944,7.28038503,-1.72218873207856,8.85726831261524,30.4563396102134
thin,0.25,3.83703890387096,7.28131215,-1.72265226104762,8.86715865775498,30.4405270181485
thin,0.25,3.8333450119913,7.28222154,-1.72310704612698,8.87693960159385,30.4248421238319
thin,0.25,3.82967661701185,7.28311592,-1.72355405022154,8.88662341852445,30.4092742536409
thin,0.25,3.82604370091667,7.28399265,-1.7239925875143,8.89618713704898,30.3938656885896
thin,0.25,3.82244467086813,7.28485198,-1.72442230090318,8.9056391284218,30.3786102717133
thin,0.25,3.81888304211388,7.28569721,-1.72484482017801,8.91498074733564,30.3635185307231
thin,0.25,3.81537267174556,7.28652556,-1.72525912909365,8.92417995569162,30.3486486570056
thin,0.25,3.81191524415786,7.28734025,-1.72566619948909,8.93323959851174,30.3340043456208
thin,0.25,3.80852741978579,7.28813938,-1.7260660106234,8.94212730632103,30.3196539452618
thin,0.25,3.80521093950769,7.28892574,-1.72645920712635,8.9508462551049,30.3056015541909
thin,0.25,3.801980992721,7.28970011,-1.72684610350401,8.959372427599,30.29190738794
thin,0.25,3.79884826315501,7.29046204,-1.72722734881141,8.96768835045331,30.278614604478
thin,0.25,3.79581863503591,7.2912141,-1.72760326125235,8.97579421272758,30.2657439591183
thin,0.25,3.79290787083762,7.29195796,-1.72797516141937,8.98367453938634,30.2533571506988
thin,0.25,3.79012138935581,7.29269381,-1.72834303871867,8.99132409109994,30.2414752544455
thin,0.25,3.78747596148106,7.29342661,-1.72870955664462,8.9987442478021,30.230160914207
thin,0.25,3.78497930337479,7.29415161,-1.72907203524602,9.00591116019141,30.219449344772
thin,0.25,3.78262288842495,7.29486954,-1.7294307989491,9.01286083619048,30.2093055912237
thin,0.25,3.78039933059479,7.29558482,-1.72978851893692,9.01963796157185,30.1996962254536
thin,0.25,3.77830082459599,7.29629101,-1.73014183882625,9.02623982257077,30.1905958369881
thin,0.25,3.77629685503986,7.29698569,-1.73048906951385,9.03271785570633,30.1818853010693
thin,0.25,3.77437501217529,7.29767112,-1.73083187559018,9.03911496773103,30.1735125953247
thin,0.25,3.77159074358897,7.29866235,-1.73132725657707,9.04853735336288,30.1613841756593
thin,0.25,3.76759204981992,7.30005576,-1.73202423302864,9.06229837819313,30.143996008867
thin,0.25,3.76225447331621,7.3018653,-1.73292883897476,9.08114848074404,30.1208360738185
thin,0.25,3.75709457545351,7.30361477,-1.7338035416913,9.10016506833334,30.0984471241399
thin,0.25,3.75205805599815,7.30531597,-1.7346542557812,9.11931330739692,30.0766000338378
thin,0.25,3.74703626440956,7.30694442,-1.73546827517424,9.13843280909358,30.0548841167678
thin,0.25,3.74188138826116,7.30849001,-1.73624130890355,9.15752566951719,30.0327190640406
thin,0.25,3.7365095395981,7.30994412,-1.73696836570729,9.17652996435697,30.0097775561426
thin,0.25,3.73100632350405,7.31132305,-1.73765774219586,9.19538760238958,29.9863858915098
thin,0.25,3.7253780367198,7.31261164,-1.73830208069286,9.21387779323277,29.9625841091383
thin,0.25,3.71951317186599,7.31380121,-1.73889673047157,9.23197291713579,29.9379350856778
thin,0.25,3.71343036771876,7.31491123,-1.73945176441143,9.24981547325396,29.9124938706307
thin,0.25,3.70723587063187,7.31595898,-1.73997560521105,9.26742800389576,29.8866681292507
thin,0.25,3.70098546727848,7.31694258,-1.74046745218507,9.28471716092546,29.8606829090576
thin,0.25,3.69469791748762,7.31786154,-1.74092685203296,9.30168008200468,29.8346137088187
thin,0.25,3.68836711610133,7.31871924,-1.74135576586569,9.31829545343271,29.8084328589491
thin,0.25,3.68195731403293,7.31951967,-1.741756169467,9.33456472333935,29.7819932023993
thin,0.25,3.67543581949706,7.32026829,-1.74213039671238,9.35052208023417,29.7551585937572
thin,0.25,3.6687941293475,7.3209724,-1.74248251979598,9.36622266860337,29.7278877410777
thin,0.25,3.66203368424321,7.32163516,-1.74281386578917,9.38171022500612,29.7001832036079
thin,0.25,3.65516330994884,7.32225698,-1.74312473242063,9.39702006790739,29.6720798389611
thin,0.25,3.64821552791802,7.3228391,-1.74341576703226,9.41218493080332,29.6437066644739
thin,0.25,3.64119624172391,7.32338215,-1.74368727556259,9.42719778209184,29.6150864934435
thin,0.25,3.6341059962918,7.32389179,-1.7439419906964,9.44211650309307,29.5862158578415
thin,0.25,3.62694079802556,7.32436833,-1.74418022914409,9.45693146252526,29.5570784704262
thin,0.25,3.61969276512552,7.32481436,-1.74440334989355,9.47167507078808,29.5276403392779
thin,0.25,3.61235379824651,7.3252312,-1.74461167628386,9.48634772122199,29.4978676233683
thin,0.25,3.60490382277728,7.32562277,-1.74480761506302,9.50098198654577,29.467676166847
thin,0.25,3.59731372763503,7.32599356,-1.74499288451269,9.5156277620718,29.4369449447635
thin,0.25,3.58955445925844,7.32634918,-1.74517094255065,9.53035263516868,29.40555227248
thin,0.25,3.58156863355327,7.3266891,-1.7453407383746,9.54521356604085,29.3732690449733
thin,0.25,3.57329994896961,7.32700893,-1.74550052512661,9.56033496547759,29.3398743991035
thin,0.25,3.56470949152895,7.32730772,-1.74564994418527,9.57578505105298,29.3052139644579
thin,0.25,3.55582725537115,7.32758525,-1.74578863716937,9.59158478061763,29.2694073931634
thin,0.25,3.54422031852224,7.32791298,-1.74595276226937,9.61327867043884,29.2226519723275
thin,0.25,3.53855714585361,7.32806062,-1.74602649966582,9.62373232938732,29.1998516764166
thin,0.25,3.53325321265735,7.32820215,-1.74609711843671,9.63394026720384,29.1784943535343
thin,0.25,3.52446274776375,7.32845916,-1.74622586199867,9.65366336687468,29.1430754097868
thin,0.25,3.51712528305489,7.32865695,-1.7463247072777,9.67252953532837,29.1135279013184
thin,0.25,3.51060960000547,7.32882494,-1.74640860419541,9.69061014633244,29.0872971792594
thin,0.25,3.50436251323587,7.32897696,-1.74648450831674,9.70796801194264,29.0621568820754
thin,0.25,3.49823937881109,7.32912293,-1.74655763951276,9.72465869938695,29.0375181283936
thin,0.25,3.49208830475997,7.32926629,-1.7466293897006,9.74073160410825,29.0127705996647
thin,0.25,3.48581085922773,7.32940356,-1.74669801626168,9.75623083121762,28.9875235319497
thin,0.25,3.47935083550135,7.32954064,-1.74676665366873,9.77119592499621,28.9615463331804
thin,0.25,3.47265953380633,7.32967586,-1.74683425643891,9.78566247683433,28.9346458843421
thin,0.25,3.4660000032907,7.32980069,-1.74689664152626,9.79966263513409,28.9078829161805
thin,0.25,3.45571515168192,7.32997844,-1.74698552961603,9.81985138614507,28.8665657891456
thin,0.25,3.44380080386539,7.33017215,-1.74708210710166,9.84160896165889,28.818714694745
thin,0.25,3.43192102451445,7.33035745,-1.74717486959899,9.86213316898441,28.7710103162497
thin,0.25,3.41983546694082,7.33053736,-1.74726486117933,9.88182797008081,28.7224881462105
thin,0.25,3.40767701961544,7.33070939,-1.74735103338469,9.90065263121364,28.6736822644075
thin,0.25,3.39544755918099,7.33086457,-1.74742849829951,9.91873282186334,28.624609292358
thin,0.25,3.38345153686105,7.33100505,-1.74749864737274,9.93615942681416,28.5764846322267
thin,0.25,3.37132200725277,7.33113951,-1.74756601510801,9.95331860336073,28.5278320520484
thin,0.25,3.35893510492196,7.33127436,-1.74763339329499,9.97010836726905,28.4781496037161
thin,0.25,3.34698271416567,7.3313989,-1.74769554410291,9.98635837581084,28.4302155493528
thin,0.25,3.33480984723455,7.33151745,-1.74775490992087,10.0025630112673,28.3814055365002
thin,0.25,3.32210688063832,7.33162113,-1.74780659971207,10.0184770540908,28.3304900725928
thin,0.25,3.31033744861047,7.33170912,-1.74785061073453,10.0337332810405,28.2833242999851
thin,0.25,3.29841987537505,7.33179768,-1.74789497556454,10.0492234513173,28.2355655623499
thin,0.25,3.28662433904906,7.33188719,-1.7479396943101,10.0646623590532,28.1882938660429
thin,0.25,3.27494115947828,7.33197369,-1.74798301998635,10.0800919470251,28.1414745447258
thin,0.25,3.26299345290651,7.33205851,-1.74802530162778,10.0955452284462,28.0935988691811
thin,0.25,3.25126023197052,7.33213942,-1.7480658399591,10.110729739276,28.0465852915728
thin,0.25,3.23953693698411,7.33222168,-1.74810708110992,10.1258230364298,27.999609741405
thin,0.25,3.22785118866599,7.33230318,-1.74814762707585,10.1407684787731,27.952785228951
thin,0.25,3.21635618454117,7.33237618,-1.74818433142995,10.1555467558267,27.9067321911157
thin,0.25,3.20587670186526,7.33245133,-1.74822173810615,10.1702502709977,27.8647391444285
thin,0.25,3.20011126785808,7.33252339,-1.74825774944568,10.1814551207055,27.8416052716348
thin,0.3,4.56430316080831,7.15725321,-1.62103228493496,4.62495517057174,33.5528242664539
thin,0.3,4.46665743025846,7.19419163,-1.63950124192277,5.39794000867204,33.1253029569096
thin,0.3,4.42872370624365,7.20857687,-1.64669388964859,5.69897000433602,32.9591828252059
thin,0.3,4.40711465803459,7.21708327,-1.65094723469622,5.8750612633917,32.8642402151847
thin,0.3,4.39230714061241,7.22308982,-1.65395054220462,6,32.7990035992767
thin,0.3,4.38117928292706,7.22772653,-1.65626892322075,6.09691001300806,32.749855459739
thin,0.3,4.36888188834978,7.23303433,-1.65892268499795,6.21085336531489,32.6953581126409
thin,0.3,4.35603340466821,7.23877563,-1.66179328036743,6.33381450612369,32.638222807953
thin,0.3,4.34325863291656,7.24468108,-1.66474614755927,6.45743496394775,32.5812182818577
thin,0.3,4.33062942007034,7.25072032,-1.66776570506488,6.57978313946448,32.5246622001265
thin,0.3,4.31825290905755,7.25685484,-1.67083302493329,6.69927121337023,32.4690215880949
thin,0.3,4.30616362157352,7.26305877,-1.67393483224122,6.8147256559335,32.4144605778883
thin,0.3,4.29443034798726,7.26927323,-1.67704203705048,6.92465525332048,32.3613129811196
thin,0.3,4.28312048387797,7.27542849,-1.68011992539649,7.0278020170061,32.3099183241259
thin,0.3,4.27223805947788,7.28146325,-1.6831373137032,7.12342856928479,32.2603538261616
thin,0.3,4.26180220830828,7.28731831,-1.68606460174714,7.21123110400712,32.2127552797569
thin,0.3,4.25174834697117,7.29296691,-1.68888914100315,7.29162921585967,32.16689139918
thin,0.3,4.2420231808001,7.29838669,-1.69159896655247,7.36520878608162,32.122571035065
thin,0.3,4.2326111218749,7.30356407,-1.69418748274188,7.43272210538024,32.079745462213
thin,0.3,4.22350039810405,7.30851027,-1.69666079118,7.49506329475403,32.038356246886
thin,0.3,4.21456006572191,7.31325148,-1.6990311856745,7.55310885613956,31.9978536330517
thin,0.3,4.20588702325964,7.31777146,-1.70129124781172,7.60725273428476,31.9586415141856
thin,0.3,4.19735473755995,7.32210656,-1.70345873265558,7.65827580626305,31.9201772443618
thin,0.3,4.18896634022144,7.32624864,-1.70552997128409,7.70640248445035,31.882481561735
thin,0.3,4.18072993313217,7.33020077,-1.70750607604158,7.75195212368933,31.8455838058116
thin,0.3,4.1726316438972,7.3339687,-1.70938985453653,7.79524750214651,31.8094227387767
thin,0.3,4.1646671504136,7.33756026,-1.71118584050541,7.83651918786558,31.7739732099351
thin,0.3,4.15683049451548,7.34098643,-1.71289870857328,7.87597099647547,31.7392003848335
thin,0.3,4.14911518063498,7.34425732,-1.71453423653552,7.9137692554655,31.7050682595483
thin,0.3,4.14151828304654,7.34738205,-1.71609671730944,7.95004120389467,31.671555945518
thin,0.3,4.13403817170572,7.35036921,-1.71759022493529,7.9848907984359,31.6386483692763
thin,0.3,4.12669520169954,7.35322106,-1.71901598768511,8.01840504466221,31.6064245774116
thin,0.3,4.11941510689903,7.35594821,-1.72037954972995,8.05069598383476,31.5745770933249
thin,0.3,4.11225296307553,7.35853935,-1.72167537573271,8.08170115323058,31.5433373188849
thin,0.3,4.10519353169685,7.36100257,-1.72290680286117,8.11153235122904,31.512636375745
thin,0.3,4.0982548495525,7.36333981,-1.72407558598982,8.14023864664217,31.4825444522816
thin,0.3,4.09140103522774,7.36556078,-1.72518585050927,8.16789925384384,31.4529081663039
thin,0.3,4.08465239968971,7.36766758,-1.72623946511322,8.19449103088212,31.4238068166511
thin,0.3,4.07802300300667,7.36966752,-1.72723934099183,8.21997647163789,31.3952893410139
thin,0.3,4.07159339635499,7.37155429,-1.72818276347569,8.24417218455814,31.3676842204602
thin,0.3,4.06549566706644,7.37331018,-1.72906066139401,8.26667893550542,31.3415373976463
thin,0.3,4.06057020699943,7.3747281,-1.72976975476205,8.28457351993165,31.3204175834578
thin,0.3,4.05661987210549,7.37588857,-1.73034980840728,8.29873368357703,31.3034556922176
thin,0.3,4.05323848417646,7.37688695,-1.73084900620401,8.31075064817219,31.2889318863089
thin,0.3,4.05003564559204,7.37783682,-1.73132389387893,8.3220484386338,31.2751705604074
thin,0.3,4.04696502507031,7.37875636,-1.73178381638,8.33280694886019,31.261968588802
thin,0.3,4.04406783204492,7.37963346,-1.73222232319119,8.34288988821256,31.2495026239285
thin,0.3,4.04131468281294,7.380475,-1.73264305908822,8.35242141087027,31.2376485292024
thin,0.3,4.03864019545632,7.3812983,-1.73305474976005,8.36161566026112,31.2261274658461
thin,0.3,4.03601815864296,7.38211286,-1.73346210004527,8.37059857076823,31.2148245162167
thin,0.3,4.03342619235471,7.38292492,-1.73386814154232,8.37943877765609,31.2036447131059
thin,0.3,4.03085454122344,7.38373295,-1.73427219310095,8.38816125942049,31.1925501704138
thin,0.3,4.02826268015373,7.38454561,-1.73467831530028,8.39690115078147,31.1813698915729
thin,0.3,4.02561382652836,7.38537457,-1.73509295834542,8.40576337634384,31.1699455630803
thin,0.3,4.02294003809701,7.38621497,-1.73551309053758,8.41467374849856,31.1584101412369
thin,0.3,4.02026866610501,7.38705884,-1.7359349889843,8.42352815553419,31.1468805740242
thin,0.3,4.01760889069948,7.38789837,-1.73635491637298,8.43228895118087,31.1354020530957
thin,0.3,4.01492456804198,7.38873994,-1.73677559070641,8.44107096820168,31.1238232313011
thin,0.3,4.01219100730304,7.38962149,-1.73721644246973,8.44998876162101,31.1120074357012
thin,0.3,4.00953622500636,7.39049294,-1.73765194168731,8.45859524831236,31.1005166640738
thin,0.3,4.0069681685345,7.39131735,-1.73806431196266,8.46685235307837,31.0894200550354
thin,0.3,4.00433216221156,7.39215316,-1.73848220198814,8.4752708428869,31.0780404498573
thin,0.3,4.00167239250124,7.39299195,-1.73890152106671,8.48372120161701,31.0665625793236
thin,0.3,3.99900917862399,7.39383242,-1.73932193043343,8.49212719830669,31.0550693218715
thin,0.3,3.99637527701732,7.39466695,-1.73973897582124,8.50039992217114,31.0436989713393
thin,0.3,3.99376955253264,7.3954988,-1.74015504936783,8.50853752946848,31.0324442828473
thin,0.3,3.99120471053741,7.39632491,-1.7405680868713,8.51651263398513,31.0213588476246
thin,0.3,3.98867071759036,7.39714605,-1.74097842311033,8.52435431356738,31.0104017324826
thin,0.3,3.98614792613943,7.39796875,-1.7413898357221,8.53212400368377,30.9994878386476
thin,0.3,3.98363303374446,7.39878818,-1.74179957156501,8.53982893428179,30.9886088042469
thin,0.3,3.98109469327625,7.39961371,-1.74221245277786,8.54756587395908,30.9776299247233
thin,0.3,3.9785296616595,7.40043951,-1.74262538175391,8.55534031787613,30.9665440082431
thin,0.3,3.97590603345701,7.4012734,-1.74304215835775,8.56324856882054,30.9552155892616
thin,0.3,3.97321646835371,7.40211525,-1.74346313909851,8.571308933823,30.9436154881567
thin,0.3,3.97045562222796,7.40296032,-1.74388556671979,8.57953128967754,30.9317270091728
thin,0.3,3.96759682224127,7.40381607,-1.74431360276803,8.58799310865322,30.9194361069053
thin,0.3,3.96464335148674,7.40468118,-1.7447462229625,8.59668218701879,30.9067570614521
thin,0.3,3.96159761432066,7.40555718,-1.74518413493949,8.60559074593506,30.8936981385254
thin,0.3,3.95846785482615,7.40644253,-1.74562665922977,8.61469277544549,30.8802937279118
thin,0.3,3.95526082577373,7.40733273,-1.74607207007082,8.62396373725971,30.8665754141583
thin,0.3,3.95197903304715,7.40822346,-1.74651724171063,8.63339158875414,30.8525575131627
thin,0.3,3.94862268230461,7.40911236,-1.7469618243465,8.64297261455846,30.8382432366569
thin,0.3,3.94519232144405,7.409998,-1.7474044198866,8.65270312551619,30.8236361790748
thin,0.3,3.94169007775506,7.41087957,-1.74784537109321,8.66257586194098,30.8087456431364
thin,0.3,3.9381201005229,7.41175591,-1.74828362351361,8.67257808834783,30.7935893897112
thin,0.3,3.93448730589217,7.41262671,-1.74871881850767,8.68269621730254,30.7781873677062
thin,0.3,3.93079847341282,7.41349139,-1.74915129679176,8.69291166220862,30.7625673881131
thin,0.3,3.92706039411583,7.4143495,-1.74958034839653,8.70320648890127,30.7467569203778
thin,0.3,3.92327929455484,7.41519973,-1.75000526063334,8.71356403932566,30.7307822756664
thin,0.3,3.91945444687518,7.4160465,-1.75042883204942,8.72398971458668,30.7146361729824
thin,0.3,3.91560967064437,7.41688412,-1.75084754099459,8.73441871497107,30.6984194043487
thin,0.3,3.91174259026076,7.41771471,-1.75126278125988,8.74485993451766,30.6821205168231
thin,0.3,3.90785981770327,7.41853814,-1.75167454250142,8.75529731731955,30.6657660192027
thin,0.3,3.903967465953,7.41935424,-1.75208281443893,8.76571607872464,30.6493805253945
thin,0.3,3.90007161502314,7.42016173,-1.75248652767452,8.77610125460267,30.6329895587181
thin,0.3,3.89617066147192,7.42096352,-1.7528874360561,8.78645994966147,30.6165839951876
thin,0.3,3.89228064688548,7.4217548,-1.75328305549734,8.79674919518969,30.6002326584248
thin,0.3,3.88839289188185,7.42253703,-1.75367407924941,8.80699317502439,30.5838994296426
thin,0.3,3.88450691249608,7.42330917,-1.75406014022278,8.81719298587276,30.5675832946483
thin,0.3,3.88062027107216,7.42407037,-1.75444087020681,8.82735492558841,30.5512756352186
thin,0.3,3.87672658529581,7.42482357,-1.75481731974892,8.83749752987646,30.5349475591504
thin,0.3,3.87283996672213,7.4255646,-1.75518770110175,8.84758363974446,30.5186601277465
thin,0.3,3.86895317723694,7.42629549,-1.75555342069727,8.85763422625722,30.5023820493505
thin,0.3,3.86506783130445,7.42701675,-1.75591411062609,8.86764800370185,30.4861194892004
thin,0.3,3.86118263924719,7.42773148,-1.75627118269129,8.87763195954555,30.469863971215
thin,0.3,3.85731456331804,7.42843667,-1.75662391483629,8.88754511819501,30.4536864168113
thin,0.3,3.85346345292355,7.42913262,-1.75697193951497,8.89738920869351,30.437586006951
thin,0.3,3.84963219667186,7.42982156,-1.75731631619727,8.9071609780426,30.421572011633
thin,0.3,3.84583767717966,7.43050066,-1.75765596411309,8.91681865537895,30.405714918565
thin,0.3,3.84208158835935,7.43116907,-1.7579901568204,8.92635952991146,30.3900221297293
thin,0.3,3.83836188532619,7.43182874,-1.75831995501545,8.93579258718848,30.3744836572521
thin,0.3,3.8346898828234,7.43247688,-1.75864391607644,8.94509094916961,30.3591474627496
thin,0.3,3.83106361814133,7.43311306,-1.75896202674575,8.95426185924017,30.3440063465758
thin,0.3,3.82748205864385,7.43373855,-1.75927499122667,8.96331234513624,30.3290545798752
thin,0.3,3.82395408109287,7.43435037,-1.759580644965,8.97222145060089,30.3143307825209
thin,0.3,3.82047681080548,7.43495123,-1.75988112709096,8.98100436867779,30.2998209756868
thin,0.3,3.81705916455844,7.43553901,-1.76017498924757,8.98964066950892,30.285562484507
thin,0.3,3.81370051984568,7.43611607,-1.76046365626698,8.9981394984735,30.2715509732701
thin,0.3,3.81041218865411,7.43668136,-1.76074639797254,9.00647802262142,30.2578323502729
thin,0.3,3.80708402742062,7.43725775,-1.76103436493702,9.01495209866348,30.2439431672197
thin,0.3,3.80226246162671,7.43810905,-1.76146018590467,9.02736102569555,30.2238057811649
thin,0.3,3.79543839681982,7.43937549,-1.76209320394224,9.04533393382461,30.1952430119743
thin,0.3,3.78772877569613,7.44098789,-1.76289960825526,9.06668290660073,30.1627919482764
thin,0.3,3.78127969458594,7.44256399,-1.76368758658636,9.08614156065608,30.135419540937
thin,0.3,3.77575835960662,7.444027,-1.76441893009872,9.10426068654208,30.1118711748688
thin,0.3,3.77057475494911,7.44542163,-1.76511624842528,9.12228241036867,30.0897423087691
thin,0.3,3.76564905204061,7.44677874,-1.76579502921373,9.14058125728208,30.0686822326931
thin,0.3,3.76095053127309,7.44810901,-1.766459923515,9.15915676551263,30.0485579365459
thin,0.3,3.75642135700445,7.44939315,-1.76710210229256,9.17778373211727,30.029157236067
thin,0.3,3.75196051926786,7.4506298,-1.76772036615713,9.19643928060072,30.0100772387966
thin,0.3,3.74745065180952,7.45180729,-1.76830911905993,9.21500826623345,29.9908601836083
thin,0.3,3.74280998714033,7.45292754,-1.76886933955445,9.23346748306031,29.9711772861145
thin,0.3,3.73808112222419,7.45399088,-1.76940091607987,9.25166522615616,29.9511984640079
thin,0.3,3.73324323687847,7.4549871,-1.76989896489835,9.26943004676854,29.9308507055425
thin,0.3,3.72817076342735,7.45589711,-1.77035417249537,9.28668882473963,29.9096507935101
thin,0.3,3.72279930130754,7.45672661,-1.77076898112641,9.30359235932228,29.8873354800612
thin,0.3,3.71722439829455,7.45749658,-1.77115396279999,9.3202431084411,29.864265860912
thin,0.3,3.71153188340163,7.45822251,-1.7715167840934,9.33664081890421,29.840769894287
