spec_type,mWD,log(teff),log(L),logg,age(Gyrs),R(Rsun),Mbol,G,BP,RP
DA,1.3,3.44,-6.1812,9.4482,3.6652,0.0035,20.193,19.777,20.2312,19.1789
DA,1.3,3.46,-6.101,9.448,3.6577,0.0035,19.9924,19.5986,20.0956,18.9631
DA,1.3,3.48,-6.0207,9.4477,3.6502,0.0035,19.7918,19.4269,19.9646,18.758
DA,1.3,3.5,-5.9405,9.4475,3.6427,0.0036,19.5912,19.2523,19.8277,18.5539
DA,1.3,3.52,-5.8602,9.4473,3.6353,0.0036,19.3906,19.0831,19.6898,18.3612
DA,1.3,3.54,-5.78,9.447,3.6278,0.0036,19.19,18.9199,19.5511,18.1798
DA,1.3,3.56,-5.6997,9.4468,3.6203,0.0036,18.9894,18.7565,19.4016,18.0058
DA,1.3,3.58,-5.6195,9.4466,3.6128,0.0036,18.7887,18.6038,19.252,17.8498
DA,1.3,3.6,-5.5393,9.4463,3.6053,0.0036,18.5881,18.4487,19.0871,17.7003
DA,1.3,3.62,-5.4592,9.4463,3.5964,0.0036,18.3881,18.2935,18.9105,17.5588
DA,1.3,3.64,-5.3792,9.4462,3.582,0.0036,18.1879,18.1293,18.7156,17.4157
DA,1.3,3.66,-5.2991,9.4462,3.56,0.0036,17.9878,17.9566,18.5046,17.2706
DA,1.3,3.68,-5.2191,9.4461,3.5322,0.0036,17.7877,17.7599,18.2625,17.1083
DA,1.3,3.7,-5.139,9.4461,3.4936,0.0036,17.5875,17.5739,18.0311,16.9569
DA,1.3,3.72,-5.0589,9.446,3.4357,0.0036,17.3873,17.3769,17.789,16.7961
DA,1.3,3.74,-4.9788,9.4458,3.3579,0.0036,17.1869,17.1684,17.536,16.6257
DA,1.3,3.76,-4.8986,9.4457,3.2507,0.0036,16.9865,16.9645,17.2889,16.4611
DA,1.3,3.78,-4.8184,9.4455,3.122,0.0036,16.7861,16.7705,17.0558,16.304
DA,1.3,3.8,-4.7383,9.4453,3.005,0.0036,16.5857,16.585,16.8346,16.1543
DA,1.3,3.82,-4.6581,9.4452,2.9121,0.0036,16.3853,16.4062,16.6226,16.0109
DA,1.3,3.84,-4.578,9.445,2.8276,0.0036,16.1849,16.2339,16.4192,15.8737
DA,1.3,3.86,-4.4978,9.4449,2.7433,0.0036,15.9846,16.068,16.224,15.7424
DA,1.3,3.88,-4.4177,9.4448,2.6582,0.0036,15.7843,15.9085,16.0377,15.6159
DA,1.3,3.9,-4.3376,9.4447,2.572,0.0036,15.584,15.7538,15.8592,15.4925
DA,1.3,3.92,-4.2575,9.4445,2.4848,0.0036,15.3837,15.603,15.6872,15.3711
DA,1.3,3.94,-4.1773,9.4444,2.3968,0.0036,15.1833,15.4546,15.5201,15.2504
DA,1.3,3.96,-4.0972,9.4443,2.3084,0.0036,14.983,15.3087,15.3573,15.1313
DA,1.3,3.98,-4.017,9.4441,2.22,0.0036,14.7826,15.1644,15.1976,15.0133
DA,1.3,4,-3.9369,9.444,2.1316,0.0036,14.5823,15.022,15.0407,14.8968
DA,1.3,4.02,-3.8568,9.4438,2.0433,0.0036,14.3819,14.8815,14.8865,14.7822
DA,1.3,4.04,-3.7766,9.4436,1.9552,0.0036,14.1814,14.7456,14.7371,14.6714
DA,1.3,4.06,-3.6964,9.4434,1.8674,0.0036,13.981,14.6175,14.5961,14.5678
DA,1.3,4.08,-3.6162,9.4432,1.7802,0.0036,13.7804,14.4993,14.4652,14.4726
DA,1.3,4.1,-3.536,9.443,1.6937,0.0036,13.5799,14.3894,14.343,14.3844
DA,1.3,4.12,-3.4557,9.4428,1.6084,0.0036,13.3793,14.2862,14.2277,14.3016
DA,1.3,4.14,-3.3755,9.4426,1.5246,0.0036,13.1788,14.1898,14.1198,14.2247
DA,1.3,4.16,-3.2953,9.4424,1.4432,0.0036,12.9782,14.1028,14.0222,14.156
DA,1.3,4.18,-3.2151,9.4422,1.3649,0.0036,12.7778,14.0302,13.9405,14.0991
DA,1.3,4.2,-3.1349,9.442,1.2896,0.0036,12.5772,13.9721,13.8752,14.0538
DA,1.3,4.22,-3.0547,9.4417,1.2174,0.0036,12.3767,13.9109,13.8064,14.0058
DA,1.3,4.24,-2.9744,9.4415,1.1484,0.0036,12.176,13.8393,13.7262,13.9494
DA,1.3,4.26,-2.8939,9.441,1.0802,0.0036,11.9748,13.7594,13.6368,13.885
DA,1.3,4.28,-2.8133,9.4403,1.0125,0.0036,11.7732,13.6751,13.5432,13.8151
DA,1.3,4.3,-2.7327,9.4398,0.9473,0.0036,11.5718,13.5902,13.4491,13.7435
DA,1.3,4.32,-2.6523,9.4394,0.8848,0.0036,11.3708,13.5061,13.3562,13.6722
DA,1.3,4.34,-2.5719,9.439,0.8247,0.0036,11.1698,13.4221,13.2635,13.6006
DA,1.3,4.36,-2.4914,9.4385,0.7671,0.0036,10.9685,13.3374,13.1704,13.5284
DA,1.3,4.38,-2.4108,9.4379,0.7121,0.0036,10.767,13.2514,13.0762,13.4548
DA,1.3,4.4,-2.329,9.4361,0.6572,0.0036,10.5626,13.1613,12.9778,13.377
DA,1.3,4.42,-2.2473,9.4343,0.6046,0.0036,10.3581,13.0682,12.8765,13.2962
DA,1.3,4.44,-2.1635,9.4306,0.5511,0.0036,10.1488,12.9663,12.7665,13.2067
DA,1.3,4.46,-2.0773,9.4244,0.4938,0.0036,9.9334,12.8536,12.6459,13.1056
DA,1.3,4.48,-1.9921,9.4192,0.4396,0.0037,9.7203,12.7421,12.527,13.0047
DA,1.3,4.5,-1.9031,9.4102,0.381,0.0037,9.4977,12.624,12.4024,12.8957
DA,1.3,4.52,-1.8086,9.3956,0.3159,0.0038,9.2614,12.4989,12.2717,12.7784
DA,1.3,4.54,-1.7097,9.3768,0.2475,0.0039,9.0143,12.3706,12.1387,12.6568
DA,1.3,4.56,-1.6188,9.3659,0.1946,0.0039,8.7871,12.2706,12.0346,12.5625
DA,1.3,4.58,-1.5374,9.3644,0.1644,0.0039,8.5834,12.2011,11.9616,12.498
DA,1.3,4.6,-1.4562,9.3633,0.1406,0.0039,8.3806,12.1378,11.8951,12.4392
DA,1.3,4.62,-1.3751,9.3622,0.1194,0.0039,8.1778,12.0785,11.8331,12.3839
DA,1.3,4.64,-1.2939,9.361,0.1004,0.0039,7.9747,12.0222,11.7741,12.3314
DA,1.3,4.66,-1.2126,9.3596,0.0836,0.0039,7.7714,11.9684,11.718,12.2809
DA,1.3,4.68,-1.1311,9.3582,0.0686,0.0039,7.5679,11.9164,11.6639,12.2321
DA,1.3,4.7,-1.0496,9.3567,0.0553,0.0039,7.3641,11.8708,11.6165,12.1891
DA,1.3,4.72,-0.968,9.3551,0.0436,0.0039,7.1601,11.8221,11.566,12.1433
DA,1.3,4.74,-0.8863,9.3534,0.0333,0.004,6.9558,11.7743,11.5164,12.0982
DA,1.3,4.76,-0.8045,9.3515,0.0243,0.004,6.7512,11.7272,11.4676,12.0537
DA,1.3,4.78,-0.7223,9.3493,0.0165,0.004,6.5457,11.68,11.4188,12.009
DA,1.3,4.8,-0.6396,9.3467,0.01,0.004,6.339,11.632,11.3694,11.9634
DA,1.3,4.82,-0.556,9.3431,0.0047,0.004,6.1301,11.5824,11.3183,11.9161
DA,1.3,4.84,-0.4712,9.3383,0.0013,0.004,5.9181,11.5299,11.2644,11.8659
DA,1.3,4.86,-0.3882,9.3353,0.0006,0.004,5.7106,11.4824,11.2155,11.8206
DA,1.3,4.88,-0.3061,9.3331,0.0004,0.0041,5.5052,11.4374,11.1692,11.7777
DA,1.3,4.9,-0.2242,9.3312,0.0003,0.0041,5.3004,11.3931,11.1236,11.7356
DA,0.3,3.44,-4.7616,7.3903,15.6559,0.0183,16.6441,16.284,16.8992,15.5539
DA,0.3,3.46,-4.6805,7.3892,14.532,0.0183,16.4413,16.1202,16.791,15.352
DA,0.3,3.48,-4.5993,7.388,13.4778,0.0183,16.2382,15.9648,16.6814,15.1667
DA,0.3,3.5,-4.5179,7.3866,12.4632,0.0183,16.0347,15.8121,16.5602,14.9938
DA,0.3,3.52,-4.4363,7.385,11.5013,0.0184,15.8308,15.6728,16.4424,14.8402
DA,0.3,3.54,-4.3544,7.3831,10.5654,0.0184,15.626,15.5287,16.2982,14.6951
DA,0.3,3.56,-4.272,7.3807,9.6355,0.0185,15.4201,15.3865,16.1397,14.5614
DA,0.3,3.58,-4.1891,7.3777,8.7041,0.0185,15.2127,15.2398,15.9734,14.4257
DA,0.3,3.6,-4.1053,7.3739,7.7718,0.0186,15.0032,15.0665,15.7642,14.2733
DA,0.3,3.62,-4.0203,7.3689,6.8204,0.0187,14.7907,14.8897,15.5466,14.1218
DA,0.3,3.64,-3.9336,7.3623,5.856,0.0189,14.574,14.6787,15.2876,13.9425
DA,0.3,3.66,-3.8447,7.3534,4.9223,0.0191,14.3518,14.4498,15.0083,13.7475
DA,0.3,3.68,-3.7535,7.3421,4.1356,0.0193,14.1236,14.2044,14.7133,13.5374
DA,0.3,3.7,-3.6606,7.3293,3.6019,0.0196,13.8915,13.9458,14.4056,13.3168
DA,0.3,3.72,-3.5682,7.3169,3.2512,0.0199,13.6606,13.6916,14.1039,13.1021
DA,0.3,3.74,-3.4784,7.307,3.137,0.0201,13.4359,13.453,13.8198,12.904
DA,0.3,3.76,-3.3899,7.2986,2.8482,0.0203,13.2147,13.229,13.5512,12.7219
DA,0.3,3.78,-3.3026,7.2913,2.5684,0.0205,12.9965,13.0138,13.2956,12.5472
DA,0.3,3.8,-3.2158,7.2845,2.3104,0.0206,12.7795,12.8072,13.0524,12.3793
DA,0.3,3.82,-3.1291,7.2777,2.0653,0.0208,12.5626,12.6066,12.8191,12.2154
DA,0.3,3.84,-3.0422,7.2709,1.8504,0.021,12.3455,12.4107,12.5941,12.0543
DA,0.3,3.86,-2.9555,7.2642,1.6823,0.0211,12.1288,12.2198,12.3772,11.8968
DA,0.3,3.88,-2.8679,7.2566,1.398,0.0213,11.9097,12.0299,12.1637,11.7397
DA,0.3,3.9,-2.7801,7.2487,1.1975,0.0215,11.6902,11.8425,11.9547,11.5848
DA,0.3,3.92,-2.6917,7.2404,1.0223,0.0217,11.4693,11.6568,11.7493,11.4315
DA,0.3,3.94,-2.6028,7.2314,0.8695,0.022,11.2469,11.4711,11.5449,11.2792
DA,0.3,3.96,-2.5131,7.2218,0.7363,0.0222,11.0227,11.2875,11.3433,11.1297
DA,0.3,3.98,-2.4228,7.2115,0.6204,0.0225,10.797,11.1084,11.1468,10.9853
DA,0.3,4,-2.3326,7.2013,0.5203,0.0227,10.5715,10.939,10.9603,10.8502
DA,0.3,4.02,-2.2415,7.1902,0.4327,0.023,10.3438,10.7817,10.787,10.7256
DA,0.3,4.04,-2.1506,7.1793,0.3563,0.0233,10.1165,10.6393,10.6291,10.6141
DA,0.3,4.06,-2.0601,7.1687,0.29,0.0236,9.8902,10.5233,10.5001,10.5243
DA,0.3,4.08,-1.97,7.1587,0.2338,0.0239,9.6651,10.422,10.3872,10.445
DA,0.3,4.1,-1.8812,7.1498,0.1877,0.0241,9.4429,10.3108,10.2638,10.3551
DA,0.3,4.12,-1.793,7.1417,0.1527,0.0243,9.2226,10.1989,10.1402,10.261
DA,0.3,4.14,-1.7039,7.1326,0.1274,0.0246,8.9998,10.0874,10.0179,10.1652
DA,0.3,4.16,-1.614,7.1226,0.1077,0.0249,8.7749,9.9765,9.8968,10.0686
DA,0.3,4.18,-1.5235,7.1122,0.0914,0.0252,8.5487,9.8661,9.7764,9.9715
DA,0.3,4.2,-1.4326,7.1013,0.0773,0.0255,8.3215,9.7558,9.6567,9.8739
DA,0.3,4.22,-1.3413,7.09,0.0646,0.0258,8.0932,9.6451,9.5368,9.7755
DA,0.3,4.24,-1.2493,7.078,0.0527,0.0262,7.8634,9.5334,9.4161,9.6756
DA,0.3,4.26,-1.1559,7.0646,0.0392,0.0266,7.6297,9.4181,9.2921,9.5719
DA,0.3,4.28,-1.0504,7.0391,0.0079,0.0274,7.3659,9.2732,9.1386,9.4383
DA,0.3,4.3,-0.9565,7.0251,0.0025,0.0278,7.1311,9.1574,9.0145,9.3337
DA,0.3,4.32,-0.8645,7.0132,0.0013,0.0282,6.9013,9.0468,8.8957,9.2341
DA,0.3,4.34,-0.7726,7.0013,0.0009,0.0286,6.6715,8.9363,8.7773,9.1345
DA,0.3,4.36,-0.6802,6.9889,0.0007,0.029,6.4405,0,0,0
DA,0.3,4.38,-0.5872,6.9759,0.0005,0.0294,6.2081,0,0,0
DA,0.3,4.4,-0.4939,6.9626,0.0004,0.0299,5.9747,0,0,0
DA,0.3,4.42,-0.4001,6.9488,0.0003,0.0304,5.7404,0,0,0
DA,0.3,4.44,-0.3059,6.9346,0.0002,0.0309,5.5048,0,0,0
DA,0.3,4.46,-0.211,6.9197,0.0002,0.0314,5.2676,0,0,0
DA,0.3,4.48,-0.1152,6.9039,0.0002,0.032,5.0281,0,0,0
DA,0.3,4.5,-0.0184,6.8871,0.0001,0.0326,4.7861,0,0,0
DA,0.3,4.52,0.0795,6.8691,0.0001,0.0333,4.5412,0,0,0
DA,0.3,4.54,0.1788,6.8499,0.0001,0.034,4.293,0,0,0
DA,0.3,4.56,0.2795,6.8292,0.0001,0.0349,4.0413,0,0,0
DA,0.3,4.58,0.3817,6.807,0.0001,0.0358,3.7857,0,0,0
DA,0.3,4.6,0.4856,6.7831,0,0.0368,3.526,0,0,0
DA,0.3,4.62,0.5913,6.7573,0,0.0379,3.2616,0,0,0
DA,0.3,4.64,0.6992,6.7295,0,0.0391,2.992,0,0,0
DA,0.3,4.66,0.8095,6.6992,0,0.0405,2.7163,0,0,0
DA,0.3,4.68,0.9227,6.6659,0,0.0421,2.4332,0,0,0
DA,0.3,4.7,1.0396,6.629,0,0.044,2.1409,0,0,0
DA,0.3,4.72,1.1612,6.5874,0,0.0461,1.8369,0,0,0
DA,0.3,4.74,1.2893,6.5394,0,0.0488,1.5168,0,0,0
DA,0.3,4.76,1.4268,6.4818,0,0.0522,1.1729,0,0,0
DA,0.3,4.78,1.5804,6.4083,0,0.0569,0.789,0,0,0
DA,0.3,4.8,1.7693,6.2994,0,0.0649,0.3167,0,0,0
DA,1.2,3.44,-5.8667,9.0986,6.8278,0.0051,19.4069,18.9815,19.4408,18.379
DA,1.2,3.46,-5.7867,9.0986,6.7727,0.0051,19.2067,18.7985,19.3074,18.1532
DA,1.2,3.48,-5.7066,9.0985,6.7176,0.0051,19.0065,18.6264,19.1808,17.9448
DA,1.2,3.5,-5.6265,9.0984,6.6626,0.0051,18.8063,18.4552,19.0512,17.7416
DA,1.2,3.52,-5.5464,9.0984,6.6075,0.0051,18.6061,18.2928,18.9241,17.5532
DA,1.2,3.54,-5.4663,9.0983,6.5524,0.0051,18.4059,18.1316,18.7871,17.3743
DA,1.2,3.56,-5.3863,9.0983,6.497,0.0051,18.2057,17.9792,18.6472,17.2123
DA,1.2,3.58,-5.3062,9.0982,6.437,0.0051,18.0055,17.8281,18.4953,17.0605
DA,1.2,3.6,-5.2261,9.0982,6.3716,0.0051,17.8053,17.6782,18.3311,16.919
DA,1.2,3.62,-5.146,9.0981,6.2994,0.0051,17.6051,17.5231,18.1505,16.7804
DA,1.2,3.64,-5.066,9.098,6.215,0.0051,17.4049,17.3575,17.9498,16.6386
DA,1.2,3.66,-4.9859,9.0979,6.106,0.0051,17.2047,17.179,17.7296,16.4899
DA,1.2,3.68,-4.9058,9.0978,5.9707,0.0051,17.0044,16.9792,17.4825,16.3256
DA,1.2,3.7,-4.8256,9.0977,5.7913,0.0051,16.804,16.7923,17.2499,16.1726
DA,1.2,3.72,-4.7454,9.0975,5.5478,0.0051,16.6035,16.5862,16.9981,16.0035
DA,1.2,3.74,-4.6652,9.0972,5.2469,0.0051,16.4029,16.3759,16.7432,15.8313
DA,1.2,3.76,-4.5849,9.0969,4.8909,0.0052,16.2022,16.1696,16.4935,15.6648
DA,1.2,3.78,-4.5045,9.0966,4.5355,0.0052,16.0013,15.9751,16.2606,15.5071
DA,1.2,3.8,-4.4242,9.0963,4.2468,0.0052,15.8006,15.7885,16.0385,15.3565
DA,1.2,3.82,-4.3439,9.096,4.0122,0.0052,15.5999,15.6083,15.8246,15.2127
DA,1.2,3.84,-4.2637,9.0958,3.7954,0.0052,15.3993,15.435,15.6197,15.0752
DA,1.2,3.86,-4.1835,9.0955,3.5851,0.0052,15.1987,15.2683,15.4239,14.9432
DA,1.2,3.88,-4.1032,9.0953,3.3807,0.0052,14.9981,15.1073,15.2368,14.8151
DA,1.2,3.9,-4.023,9.0951,3.1826,0.0052,14.7975,14.9506,15.0569,14.6893
DA,1.2,3.92,-3.9428,9.0948,2.9912,0.0052,14.5969,14.7969,14.8826,14.5646
DA,1.2,3.94,-3.8625,9.0946,2.8067,0.0052,14.3963,14.6455,14.7129,14.4413
DA,1.2,3.96,-3.7823,9.0943,2.6294,0.0052,14.1957,14.4964,14.547,14.3196
DA,1.2,3.98,-3.702,9.0941,2.4594,0.0052,13.995,14.349,14.3839,14.1993
DA,1.2,4,-3.6217,9.0938,2.2975,0.0052,13.7943,14.2034,14.2238,14.0807
DA,1.2,4.02,-3.5415,9.0935,2.1438,0.0052,13.5937,14.0616,14.0679,13.9656
DA,1.2,4.04,-3.4612,9.0932,1.9983,0.0052,13.3929,13.9267,13.9193,13.8569
DA,1.2,4.06,-3.3808,9.0929,1.8613,0.0052,13.1921,13.8016,13.7809,13.7567
DA,1.2,4.08,-3.3005,9.0926,1.7327,0.0052,12.9913,13.6863,13.6527,13.6647
DA,1.2,4.1,-3.2201,9.0921,1.6079,0.0052,12.7902,13.5788,13.5325,13.5791
DA,1.2,4.12,-3.1396,9.0917,1.4906,0.0052,12.5891,13.4786,13.4203,13.4999
DA,1.2,4.14,-3.0592,9.0912,1.3809,0.0052,12.3879,13.3884,13.319,13.429
DA,1.2,4.16,-2.9785,9.0906,1.2758,0.0052,12.1863,13.3137,13.2351,13.371
DA,1.2,4.18,-2.8977,9.0898,1.1739,0.0052,11.9843,13.2535,13.1674,13.324
DA,1.2,4.2,-2.817,9.089,1.0776,0.0052,11.7824,13.1873,13.093,13.2724
DA,1.2,4.22,-2.7362,9.0882,0.9861,0.0052,11.5804,13.1106,13.007,13.2119
DA,1.2,4.24,-2.6554,9.0874,0.8996,0.0052,11.3784,13.0276,12.9142,13.1446
DA,1.2,4.26,-2.5744,9.0865,0.8169,0.0052,11.176,12.9419,12.8189,13.0732
DA,1.2,4.28,-2.4934,9.0854,0.7383,0.0052,10.9734,12.8559,12.7236,13.0005
DA,1.2,4.3,-2.4119,9.084,0.6626,0.0052,10.7697,12.7691,12.6279,12.9265
DA,1.2,4.32,-2.3295,9.0816,0.5881,0.0052,10.5638,12.6805,12.5306,12.8503
DA,1.2,4.34,-2.2466,9.0786,0.5178,0.0053,10.3565,12.5908,12.4323,12.7727
DA,1.2,4.36,-2.1641,9.0762,0.4527,0.0053,10.1502,12.5014,12.3346,12.6954
DA,1.2,4.38,-2.0805,9.0726,0.3942,0.0053,9.9413,12.4087,12.2338,12.6147
DA,1.2,4.4,-1.9961,9.0682,0.337,0.0053,9.7303,12.3121,12.1291,12.5303
DA,1.2,4.42,-1.9106,9.0627,0.2828,0.0054,9.5165,12.2111,12.02,12.4412
DA,1.2,4.44,-1.8268,9.0588,0.2356,0.0054,9.3069,12.1096,11.9105,12.3517
DA,1.2,4.46,-1.7454,9.0574,0.2016,0.0054,9.1034,12.01,11.8031,12.2635
DA,1.2,4.48,-1.6644,9.0564,0.1741,0.0054,8.901,11.9092,11.6948,12.1731
DA,1.2,4.5,-1.5833,9.0554,0.1494,0.0054,8.6983,11.8105,11.5895,12.0834
DA,1.2,4.52,-1.5022,9.0543,0.1272,0.0054,8.4956,11.7185,11.4917,11.9992
DA,1.2,4.54,-1.4211,9.0531,0.1074,0.0054,8.2926,11.6345,11.4028,11.9217
DA,1.2,4.56,-1.3398,9.0519,0.0898,0.0054,8.0895,11.5581,11.3223,11.8511
DA,1.2,4.58,-1.2584,9.0505,0.0741,0.0054,7.8861,11.4881,11.2487,11.7861
DA,1.2,4.6,-1.177,9.0491,0.0601,0.0054,7.6825,11.4232,11.1806,11.7256
DA,1.2,4.62,-1.0954,9.0475,0.0476,0.0054,7.4786,11.3622,11.1168,11.6686
DA,1.2,4.64,-1.0138,9.0458,0.0367,0.0055,7.2744,11.3044,11.0564,11.6144
DA,1.2,4.66,-0.9319,9.044,0.0272,0.0055,7.0699,11.2489,10.9985,11.5624
DA,1.2,4.68,-0.8499,9.042,0.0191,0.0055,6.8648,11.195,10.9425,11.5116
DA,1.2,4.7,-0.7677,9.0398,0.0126,0.0055,6.6592,11.1471,10.8928,11.4664
DA,1.2,4.72,-0.6854,9.0374,0.0077,0.0055,6.4534,11.0963,10.8402,11.4184
DA,1.2,4.74,-0.6029,9.035,0.0041,0.0055,6.2472,11.0464,10.7885,11.3711
DA,1.2,4.76,-0.5201,9.0322,0.0018,0.0055,6.0403,10.9969,10.7373,11.3241
DA,1.2,4.78,-0.4377,9.0298,0.001,0.0056,5.8343,10.949,10.6878,11.2787
DA,1.2,4.8,-0.3556,9.0277,0.0007,0.0056,5.6291,10.9025,10.6398,11.2345
DA,1.2,4.82,-0.2736,9.0257,0.0006,0.0056,5.424,10.8566,10.5925,11.191
DA,1.2,4.84,-0.1916,9.0236,0.0005,0.0056,5.2189,10.8111,10.5456,11.1477
DA,1.2,4.86,-0.1095,9.0216,0.0004,0.0056,5.0137,10.7659,10.4991,11.1046
DA,1.2,4.88,-0.0274,9.0194,0.0003,0.0056,4.8085,10.7208,10.4526,11.0616
DA,1.2,4.9,0.0548,9.0173,0.0003,0.0056,4.603,10.6756,10.4061,11.0186
DA,0.5,3.44,-5.0071,7.8578,14.4893,0.0138,17.2576,16.8676,17.4273,16.1796
DA,0.5,3.46,-4.9267,7.8575,13.794,0.0138,17.0568,16.7014,17.3197,15.9703
DA,0.5,3.48,-4.8463,7.8571,13.1108,0.0138,16.8558,16.541,17.208,15.776
DA,0.5,3.5,-4.7658,7.8566,12.4263,0.0138,16.6546,16.3861,17.0922,15.595
DA,0.5,3.52,-4.6853,7.856,11.7511,0.0138,16.4532,16.2357,16.9671,15.4276
DA,0.5,3.54,-4.6046,7.8554,11.0438,0.0138,16.2516,16.0925,16.8334,15.2774
DA,0.5,3.56,-4.5239,7.8546,10.2918,0.0138,16.0497,15.9524,16.6888,15.1387
DA,0.5,3.58,-4.4429,7.8537,9.4433,0.0139,15.8473,15.8081,16.524,15.0061
DA,0.5,3.6,-4.3618,7.8525,8.5551,0.0139,15.6444,15.6609,16.3507,14.8744
DA,0.5,3.62,-4.2802,7.851,7.5638,0.0139,15.4406,15.4816,16.13,14.721
DA,0.5,3.64,-4.1982,7.849,6.5314,0.0139,15.2356,15.2987,15.9031,14.5673
DA,0.5,3.66,-4.1156,7.8463,5.4395,0.014,15.029,15.0904,15.6455,14.3932
DA,0.5,3.68,-4.0322,7.8429,4.3451,0.014,14.8205,14.8794,15.3862,14.216
DA,0.5,3.7,-3.9481,7.8389,3.3567,0.0141,14.6103,14.6496,15.108,14.0235
DA,0.5,3.72,-3.8638,7.8345,2.7745,0.0142,14.3994,14.4192,14.8311,13.8311
DA,0.5,3.74,-3.7796,7.8303,2.3934,0.0142,14.1889,14.1946,14.5621,13.6455
DA,0.5,3.76,-3.6958,7.8265,2.0955,0.0143,13.9794,13.982,14.3057,13.4739
DA,0.5,3.78,-3.6125,7.8232,1.8404,0.0144,13.7712,13.7773,14.0614,13.3086
DA,0.5,3.8,-3.5296,7.8204,1.6185,0.0144,13.564,13.5816,13.8284,13.1519
DA,0.5,3.82,-3.4469,7.8177,1.4259,0.0144,13.3574,13.3934,13.6063,13.001
DA,0.5,3.84,-3.3643,7.8151,1.2587,0.0145,13.1508,13.2107,13.3936,12.8537
DA,0.5,3.86,-3.2817,7.8125,1.1128,0.0145,12.9443,13.0327,13.1889,12.7092
DA,0.5,3.88,-3.1991,7.8098,0.9854,0.0146,12.7376,12.8583,12.9906,12.5668
DA,0.5,3.9,-3.1164,7.8071,0.8738,0.0146,12.5309,12.6868,12.7975,12.4267
DA,0.5,3.92,-3.0336,7.8044,0.7757,0.0147,12.324,12.5176,12.6085,12.2884
DA,0.5,3.94,-2.9508,7.8015,0.6889,0.0147,12.1169,12.3507,12.4232,12.1524
DA,0.5,3.96,-2.8678,7.7985,0.6118,0.0148,11.9095,12.1866,12.2419,12.0195
DA,0.5,3.98,-2.7847,7.7954,0.5428,0.0148,11.7017,12.0258,12.0645,11.8904
DA,0.5,4,-2.7015,7.7923,0.4812,0.0149,11.4938,11.8714,11.894,11.7678
DA,0.5,4.02,-2.6183,7.7891,0.426,0.0149,11.2858,11.7285,11.7356,11.6558
DA,0.5,4.04,-2.5347,7.7854,0.3761,0.015,11.0767,11.5967,11.5889,11.553
DA,0.5,4.06,-2.4509,7.7816,0.3314,0.0151,10.8672,11.4762,11.4543,11.4599
DA,0.5,4.08,-2.367,7.7778,0.2912,0.0151,10.6576,11.372,11.3373,11.3806
DA,0.5,4.1,-2.2831,7.7739,0.2549,0.0152,10.4478,11.292,11.2474,11.3195
DA,0.5,4.12,-2.199,7.7698,0.222,0.0153,10.2376,11.2068,11.1518,11.2535
DA,0.5,4.14,-2.1147,7.7654,0.1921,0.0154,10.0267,11.1095,11.0432,11.175
DA,0.5,4.16,-2.03,7.7608,0.1646,0.0155,9.8151,11.0096,10.9324,11.0916
DA,0.5,4.18,-1.9451,7.7559,0.1399,0.0155,9.6029,10.9108,10.8232,11.0075
DA,0.5,4.2,-1.86,7.7507,0.1179,0.0156,9.3899,10.813,10.7155,10.9233
DA,0.5,4.22,-1.7745,7.7453,0.0989,0.0157,9.1763,10.7158,10.6088,10.839
DA,0.5,4.24,-1.6888,7.7396,0.0826,0.0158,8.9621,10.6187,10.5025,10.7544
DA,0.5,4.26,-1.6029,7.7337,0.0689,0.016,8.7473,10.5215,10.3964,10.6692
DA,0.5,4.28,-1.5167,7.7275,0.0575,0.0161,8.5318,10.4239,10.29,10.5833
DA,0.5,4.3,-1.4303,7.721,0.0478,0.0162,8.3157,10.3257,10.1833,10.4967
DA,0.5,4.32,-1.3435,7.7143,0.0397,0.0163,8.0988,10.2268,10.0761,10.4092
DA,0.5,4.34,-1.2564,7.7071,0.033,0.0165,7.8809,10.1269,9.968,10.3205
DA,0.5,4.36,-1.1688,7.6995,0.0274,0.0166,7.662,10.0255,9.8587,10.2305
DA,0.5,4.38,-1.0808,7.6915,0.0229,0.0168,7.442,9.9224,9.7477,10.1386
DA,0.5,4.4,-0.9924,7.6831,0.0193,0.0169,7.221,9.8168,9.6343,10.0442
DA,0.5,4.42,-0.9033,7.6741,0.0163,0.0171,6.9983,9.7073,9.517,9.9461
DA,0.5,4.44,-0.8136,7.6644,0.0138,0.0173,6.774,9.5922,9.3941,9.8424
DA,0.5,4.46,-0.7233,7.6541,0.0118,0.0175,6.5483,9.4704,9.2645,9.7316
DA,0.5,4.48,-0.6324,7.6431,0.0101,0.0178,6.3209,9.3421,9.1287,9.6134
DA,0.5,4.5,-0.5405,7.6312,0.0087,0.018,6.0912,9.2106,8.9902,9.4906
DA,0.5,4.52,-0.4481,7.6189,0.0074,0.0183,5.8603,9.0833,8.8567,9.3708
DA,0.5,4.54,-0.3553,7.6061,0.0064,0.0186,5.6283,8.9635,8.7318,9.2574
DA,0.5,4.56,-0.2611,7.5918,0.0055,0.0189,5.3927,8.8487,8.6125,9.1481
DA,0.5,4.58,-0.165,7.5757,0.0047,0.0193,5.1524,8.7362,8.4963,9.0405
DA,0.5,4.6,-0.0673,7.558,0.004,0.0197,4.9082,8.6255,8.3823,8.934
DA,0.5,4.62,0.0322,7.5386,0.0034,0.0201,4.6596,8.5147,8.2686,8.827
