spec_type,Mass,Teff,logg,Mbol,BC,U,B,V,R,I,J,H,Ks,Y,J,H,K,W1,W2,W3,W4,S3.6,S4.5,S5.8,S8.0,u,g,r,i,z,g,r,i,z,y,G2,G2_BP,G2_RP,G3,G3_BP,G3_RP,FUV,NUV,Age
DB,0.3,3750,7.466,15.5,-0.587,17.609,17.256,16.087,15.347,14.622,13.877,13.646,13.854,14.177,13.832,13.622,13.842,14.162,14.296,14.107,13.676,14.199,14.29,14.319,14.259,18.45,16.715,15.649,15.181,14.921,16.544,15.636,15.171,14.95,14.842,15.579,16.28,14.781,15.6,16.292,14.791,30.707,22.667,4481000000
DB,0.3,4000,7.466,15.218,-0.456,16.971,16.736,15.674,15.003,14.342,13.686,13.483,13.668,13.953,13.643,13.458,13.655,13.953,14.073,13.889,13.475,13.987,14.068,14.091,14.032,17.81,16.238,15.284,14.88,14.665,16.085,15.273,14.871,14.688,14.604,15.236,15.861,14.488,15.257,15.874,14.5,29.241,21.733,3802000000
DB,0.3,4250,7.464,14.952,-0.352,16.4,16.27,15.304,14.694,14.09,13.513,13.325,13.485,13.752,13.471,13.301,13.47,13.742,13.85,13.668,13.267,13.774,13.845,13.863,13.804,17.237,15.811,14.957,14.608,14.435,15.672,14.948,14.601,14.452,14.39,14.924,15.481,14.224,14.944,15.496,14.236,27.92,20.893,3378000000
DB,0.3,4500,7.463,14.7,-0.27,15.878,15.846,14.97,14.417,13.866,13.359,13.179,13.309,13.573,13.318,13.156,13.294,13.547,13.646,13.464,13.073,13.577,13.642,13.654,13.595,16.714,15.423,14.663,14.367,14.231,15.298,14.656,14.361,14.242,14.2,14.641,15.136,13.988,14.66,15.153,14.001,26.697,20.118,2997000000
DB,0.3,4750,7.462,14.462,-0.21,15.418,15.471,14.672,14.166,13.661,13.213,13.034,13.123,13.406,13.173,13.012,13.106,13.34,13.423,13.241,12.86,13.365,13.42,13.427,13.367,16.252,15.078,14.399,14.147,14.043,14.965,14.393,14.142,14.05,14.024,14.382,14.825,13.772,14.401,14.844,13.787,25.607,19.431,2657000000
DB,0.3,5000,7.46,14.234,-0.165,15.002,15.131,14.399,13.935,13.472,13.077,12.9,12.948,13.251,13.038,12.878,12.929,13.131,13.204,13.023,12.652,13.154,13.201,13.204,13.146,15.835,14.763,14.156,13.944,13.868,14.662,14.152,13.94,13.871,13.861,14.143,14.54,13.573,14.162,14.561,13.588,24.619,18.812,2349000000
DB,0.3,5250,7.457,14.016,-0.132,14.62,14.818,14.148,13.722,13.296,12.948,12.774,12.784,13.106,12.91,12.753,12.762,12.922,12.983,12.799,12.455,12.941,12.981,12.979,12.919,15.452,14.474,13.933,13.756,13.706,14.383,13.929,13.753,13.706,13.708,13.92,14.276,13.388,13.939,14.299,13.404,23.701,18.24,2049000000
DB,0.3,5500,7.453,13.805,-0.109,14.265,14.526,13.914,13.522,13.131,12.826,12.657,12.633,12.97,12.789,12.636,12.608,12.713,12.761,12.579,12.295,12.728,12.759,12.753,12.693,15.096,14.205,13.724,13.58,13.554,14.122,13.721,13.578,13.55,13.565,13.71,14.028,13.215,13.729,14.053,13.231,22.839,17.706,1750000000
DB,0.3,5750,7.448,13.599,-0.095,13.937,14.255,13.694,13.333,12.972,12.707,12.544,12.498,12.837,12.67,12.524,12.471,12.518,12.545,12.377,12.169,12.526,12.544,12.533,12.475,14.767,13.953,13.526,13.411,13.406,13.878,13.524,13.41,13.4,13.425,13.51,13.795,13.048,13.529,13.822,13.065,22.039,17.213,1460000000
DB,0.3,6000,7.443,13.401,-0.085,13.631,14.002,13.487,13.154,12.823,12.595,12.443,12.386,12.712,12.559,12.423,12.357,12.355,12.358,12.215,12.078,12.357,12.358,12.343,12.29,14.461,13.717,13.34,13.253,13.267,13.65,13.339,13.252,13.258,13.294,13.321,13.575,12.892,13.339,13.604,12.909,21.297,16.756,1248000000
DB,0.3,6250,7.439,13.214,-0.083,13.348,13.768,13.297,12.99,12.686,12.491,12.351,12.289,12.597,12.457,12.33,12.26,12.224,12.209,12.093,12.013,12.221,12.209,12.19,12.146,14.178,13.499,13.17,13.107,13.139,13.439,13.169,13.107,13.128,13.174,13.146,13.372,12.747,13.164,13.402,12.765,20.599,16.332,1107000000
DB,0.3,6500,7.436,13.036,-0.085,13.09,13.553,13.121,12.838,12.558,12.395,12.266,12.206,12.489,12.36,12.245,12.176,12.123,12.096,12.009,11.966,12.117,12.098,12.077,12.043,13.919,13.299,13.011,12.972,13.02,13.245,13.011,12.972,13.006,13.061,12.983,13.184,12.613,13.001,13.216,12.631,19.955,15.943,1000000000
DB,0.3,6750,7.433,12.865,-0.091,12.85,13.352,12.956,12.694,12.437,12.304,12.188,12.133,12.387,12.27,12.166,12.103,12.044,12.012,11.945,11.923,12.037,12.013,11.993,11.967,13.679,13.111,12.862,12.844,12.907,13.063,12.863,12.845,12.892,12.954,12.83,13.008,12.486,12.847,13.041,12.505,19.36,15.584,909300000
DB,0.3,7000,7.431,12.7,-0.102,12.626,13.165,12.802,12.56,12.323,12.217,12.112,12.063,12.29,12.184,12.09,12.034,11.974,11.941,11.886,11.874,11.966,11.942,11.923,11.901,13.456,12.936,12.723,12.723,12.801,12.893,12.724,12.725,12.784,12.853,12.685,12.842,12.367,12.702,12.877,12.386,18.803,15.25,829300000
DB,0.3,7500,7.425,12.387,-0.133,12.223,12.826,12.52,12.311,12.111,12.051,11.968,11.932,12.108,12.019,11.945,11.903,11.853,11.825,11.804,11.835,11.846,11.826,11.814,11.804,13.053,12.617,12.466,12.5,12.602,12.584,12.468,12.502,12.581,12.663,12.418,12.539,12.145,12.435,12.577,12.165,17.801,14.65,694700000
DB,0.3,8000,7.42,12.092,-0.177,11.865,12.525,12.27,12.091,11.923,11.905,11.84,11.818,11.946,11.873,11.817,11.79,11.753,11.735,11.739,11.768,11.748,11.735,11.73,11.728,12.695,12.335,12.239,12.302,12.424,12.309,12.24,12.305,12.401,12.495,12.18,12.268,11.947,12.196,12.309,11.968,16.905,14.113,586200000
DB,0.3,8500,7.414,11.815,-0.239,11.555,12.265,12.054,11.9,11.759,11.775,11.727,11.717,11.803,11.744,11.703,11.689,11.67,11.666,11.686,11.684,11.668,11.665,11.67,11.678,12.385,12.09,12.042,12.13,12.27,12.072,12.044,12.133,12.244,12.347,11.972,12.034,11.776,11.989,12.077,11.797,16.156,13.645,497400000
DB,0.3,9000,7.408,11.551,-0.303,11.267,12.024,11.854,11.724,11.608,11.656,11.623,11.624,11.673,11.626,11.598,11.597,11.59,11.593,11.615,11.604,11.59,11.591,11.6,11.609,12.098,11.864,11.86,11.971,12.128,11.852,11.863,11.975,12.1,12.211,11.78,11.816,11.618,11.796,11.862,11.639,15.445,13.21,423500000
DB,0.3,9500,7.401,11.299,-0.374,11.007,11.806,11.673,11.564,11.47,11.548,11.528,11.539,11.554,11.518,11.503,11.512,11.515,11.523,11.543,11.529,11.516,11.521,11.531,11.541,11.838,11.659,11.695,11.827,11.998,11.653,11.698,11.831,11.969,12.088,11.604,11.617,11.474,11.62,11.666,11.496,14.822,12.817,361200000
DB,0.3,10000,7.394,11.058,-0.45,10.771,11.608,11.508,11.418,11.345,11.448,11.439,11.459,11.444,11.419,11.414,11.433,11.445,11.456,11.474,11.459,11.446,11.454,11.465,11.474,11.602,11.472,11.545,11.695,11.879,11.471,11.548,11.7,11.848,11.974,11.443,11.436,11.342,11.459,11.487,11.365,14.272,12.46,308300000
DB,0.3,11000,7.38,10.612,-0.606,10.363,11.263,11.218,11.159,11.119,11.264,11.275,11.308,11.246,11.236,11.249,11.283,11.309,11.328,11.343,11.33,11.313,11.325,11.338,11.345,11.195,11.147,11.28,11.46,11.665,11.154,11.284,11.465,11.631,11.769,11.159,11.119,11.107,11.174,11.173,11.13,13.342,11.848,225000000
DB,0.3,12000,7.369,10.206,-0.764,10.022,10.972,10.971,10.939,10.928,11.11,11.138,11.184,11.078,11.083,11.112,11.159,11.195,11.214,11.225,11.214,11.199,11.212,11.223,11.227,10.855,10.87,11.055,11.26,11.484,10.885,11.058,11.266,11.448,11.596,10.916,10.848,10.908,10.931,10.906,10.931,12.583,11.341,164300000
DB,0.3,13000,7.358,9.83,-0.916,9.73,10.714,10.746,10.738,10.751,10.965,11.008,11.063,10.921,10.939,10.981,11.039,11.081,11.1,11.111,11.101,11.086,11.098,11.108,11.112,10.562,10.623,10.849,11.076,11.316,10.643,10.852,11.083,11.278,11.434,10.696,10.606,10.724,10.71,10.667,10.748,11.944,10.913,118700000
DB,0.3,14000,7.345,9.477,-1.058,9.471,10.478,10.535,10.547,10.58,10.821,10.877,10.94,10.767,10.796,10.85,10.916,10.964,10.982,10.995,10.984,10.968,10.98,10.99,10.995,10.305,10.395,10.653,10.899,11.153,10.418,10.657,10.907,11.113,11.275,10.489,10.382,10.547,10.503,10.445,10.572,11.397,10.544,84750000
DB,0.3,15000,7.332,9.145,-1.189,9.241,10.261,10.333,10.363,10.414,10.676,10.744,10.813,10.613,10.651,10.716,10.789,10.842,10.861,10.872,10.857,10.847,10.859,10.869,10.873,10.075,10.182,10.466,10.728,10.992,10.207,10.469,10.735,10.951,11.118,10.293,10.173,10.376,10.306,10.237,10.4,10.921,10.222,59830000
DB,0.3,16000,7.319,8.83,-1.314,9.035,10.061,10.144,10.189,10.254,10.532,10.61,10.685,10.461,10.508,10.582,10.661,10.717,10.738,10.748,10.731,10.723,10.736,10.746,10.75,9.87,9.985,10.289,10.564,10.836,10.011,10.292,10.572,10.795,10.964,10.109,9.98,10.212,10.122,10.044,10.237,10.501,9.937,41500000
DB,0.3,17000,7.305,8.532,-1.441,8.852,9.882,9.972,10.031,10.108,10.395,10.482,10.56,10.318,10.371,10.454,10.537,10.598,10.621,10.636,10.624,10.603,10.618,10.63,10.636,9.688,9.808,10.129,10.415,10.692,9.835,10.132,10.423,10.651,10.82,9.942,9.806,10.063,9.956,9.871,10.088,10.127,9.682,28040000
DB,0.3,18000,7.291,8.249,-1.572,8.69,9.724,9.822,9.893,9.98,10.272,10.366,10.447,10.19,10.249,10.338,10.424,10.49,10.516,10.538,10.531,10.496,10.513,10.527,10.535,9.527,9.651,9.989,10.284,10.566,9.679,9.991,10.292,10.525,10.692,9.796,9.652,9.931,9.809,9.718,9.957,9.792,9.453,18360000
DB,0.3,19000,7.278,7.982,-1.712,8.548,9.588,9.694,9.775,9.871,10.168,10.268,10.349,10.082,10.145,10.239,10.326,10.396,10.424,10.453,10.45,10.402,10.422,10.437,10.448,9.386,9.517,9.869,10.173,10.459,9.546,9.872,10.182,10.418,10.584,9.67,9.52,9.82,9.684,9.587,9.846,9.494,9.251,11660000
DB,0.3,20000,7.266,7.729,-1.862,8.432,9.477,9.591,9.681,9.785,10.086,10.189,10.27,9.997,10.062,10.16,10.247,10.317,10.348,10.38,10.38,10.324,10.345,10.362,10.374,9.27,9.408,9.774,10.085,10.375,9.438,9.776,10.094,10.334,10.499,9.569,9.414,9.732,9.583,9.48,9.757,9.239,9.084,7297000
DB,0.3,21000,7.255,7.489,-2.031,8.353,9.4,9.52,9.617,9.726,10.028,10.132,10.212,9.938,10.005,10.104,10.189,10.258,10.288,10.322,10.324,10.265,10.286,10.303,10.315,9.191,9.333,9.708,10.025,10.317,9.364,9.71,10.033,10.276,10.441,9.5,9.34,9.671,9.513,9.407,9.697,9.05,8.969,4582000
DB,0.3,22000,7.245,7.263,-2.211,8.301,9.348,9.474,9.573,9.685,9.987,10.09,10.168,9.897,9.964,10.061,10.145,10.212,10.241,10.276,10.279,10.218,10.238,10.255,10.269,9.139,9.282,9.664,9.983,10.276,9.314,9.666,9.991,10.235,10.4,9.453,9.291,9.629,9.466,9.358,9.654,8.922,8.898,2921000
DB,0.3,23000,7.236,7.048,-2.378,8.246,9.295,9.426,9.527,9.642,9.945,10.046,10.123,9.855,9.922,10.017,10.099,10.165,10.194,10.23,10.234,10.171,10.191,10.208,10.222,9.085,9.231,9.618,9.939,10.233,9.263,9.62,9.948,10.192,10.357,9.404,9.241,9.585,9.418,9.308,9.611,8.783,8.823,1901000
DB,0.3,24000,7.228,6.843,-2.524,8.172,9.227,9.367,9.471,9.589,9.894,9.994,10.071,9.804,9.871,9.965,10.047,10.112,10.142,10.18,10.185,10.119,10.139,10.157,10.171,9.011,9.166,9.561,9.885,10.181,9.199,9.563,9.894,10.14,10.306,9.344,9.176,9.531,9.357,9.244,9.557,8.619,8.721,1275000
DB,0.3,25000,7.221,6.647,-2.651,8.082,9.147,9.298,9.406,9.528,9.837,9.938,10.015,9.746,9.814,9.909,9.992,10.058,10.088,10.128,10.134,10.064,10.086,10.104,10.119,8.922,9.09,9.495,9.823,10.121,9.126,9.497,9.832,10.08,10.247,9.273,9.101,9.468,9.286,9.17,9.494,8.456,8.601,895500
DB,0.3,26000,7.214,6.46,-2.767,7.988,9.064,9.227,9.337,9.465,9.779,9.882,9.96,9.687,9.757,9.853,9.937,10.004,10.035,10.077,10.083,10.011,10.033,10.052,10.067,8.827,9.011,9.426,9.758,10.059,9.048,9.428,9.767,10.017,10.187,9.2,9.022,9.403,9.212,9.092,9.43,8.301,8.478,646100
DB,0.3,27000,7.208,6.28,-2.877,7.894,8.983,9.157,9.27,9.402,9.723,9.827,9.907,9.629,9.7,9.798,9.884,9.952,9.984,10.027,10.035,9.959,9.981,10.001,10.017,8.734,8.933,9.358,9.695,9.998,8.973,9.36,9.704,9.956,10.127,9.127,8.945,9.34,9.14,9.015,9.366,8.155,8.359,476200
DB,0.3,28000,7.201,6.106,-2.983,7.804,8.905,9.089,9.205,9.341,9.668,9.773,9.855,9.571,9.645,9.744,9.832,9.901,9.934,9.978,9.987,9.908,9.931,9.951,9.968,8.644,8.859,9.291,9.632,9.939,8.9,9.294,9.641,9.896,10.069,9.057,8.869,9.277,9.069,8.941,9.303,8.013,8.244,356500
DB,0.3,29000,7.196,5.94,-3.084,7.717,8.83,9.023,9.141,9.282,9.614,9.721,9.804,9.516,9.592,9.692,9.781,9.852,9.886,9.932,9.942,9.86,9.883,9.903,9.921,8.557,8.787,9.227,9.572,9.881,8.83,9.231,9.581,9.838,10.013,8.989,8.797,9.216,9.001,8.87,9.243,7.878,8.133,270100
DB,0.3,30000,7.191,5.781,-3.18,7.634,8.759,8.961,9.082,9.226,9.564,9.672,9.757,9.464,9.541,9.643,9.734,9.806,9.841,9.888,9.901,9.814,9.838,9.859,9.876,8.475,8.72,9.167,9.515,9.826,8.764,9.17,9.524,9.783,9.96,8.925,8.729,9.159,8.937,8.802,9.186,7.748,8.028,206600
DB,0.3,31000,7.187,5.628,-3.273,7.556,8.692,8.902,9.024,9.172,9.515,9.626,9.712,9.415,9.493,9.597,9.689,9.762,9.798,9.847,9.862,9.77,9.794,9.816,9.834,8.396,8.655,9.109,9.46,9.774,8.701,9.112,9.469,9.73,9.909,8.864,8.664,9.104,8.876,8.738,9.131,7.623,7.927,159400
DB,0.3,32000,7.183,5.481,-3.362,7.478,8.625,8.843,8.968,9.119,9.468,9.579,9.667,9.365,9.445,9.55,9.644,9.719,9.755,9.806,9.825,9.727,9.752,9.774,9.793,8.318,8.591,9.052,9.406,9.723,8.639,9.055,9.415,9.678,9.859,8.804,8.599,9.05,8.815,8.674,9.077,7.5,7.828,123900
DB,0.3,33000,7.179,5.337,-3.446,7.401,8.559,8.784,8.911,9.066,9.419,9.533,9.622,9.316,9.397,9.504,9.599,9.675,9.712,9.766,9.788,9.683,9.709,9.732,9.751,8.242,8.528,8.995,9.351,9.671,8.577,8.998,9.361,9.626,9.808,8.743,8.535,8.996,8.755,8.611,9.022,7.379,7.73,0
DB,0.3,34000,7.175,5.196,-3.528,7.324,8.492,8.724,8.854,9.012,9.37,9.485,9.576,9.265,9.348,9.456,9.553,9.63,9.668,9.725,9.75,9.639,9.665,9.688,9.709,8.165,8.464,8.936,9.296,9.618,8.514,8.94,9.306,9.572,9.757,8.682,8.47,8.94,8.693,8.547,8.967,7.256,7.633,0
DB,0.3,35000,7.169,5.057,-3.606,7.246,8.424,8.662,8.794,8.955,9.318,9.434,9.527,9.212,9.296,9.405,9.504,9.583,9.622,9.682,9.711,9.592,9.619,9.643,9.665,8.086,8.398,8.876,9.238,9.562,8.449,8.88,9.248,9.517,9.703,8.619,8.403,8.883,8.63,8.48,8.909,7.131,7.534,0
DB,0.3,36000,7.162,4.918,-3.679,7.165,8.352,8.597,8.731,8.895,9.263,9.381,9.475,9.156,9.241,9.352,9.452,9.533,9.573,9.637,9.67,9.542,9.569,9.594,9.618,8.005,8.328,8.813,9.177,9.504,8.38,8.817,9.187,9.458,9.646,8.552,8.333,8.822,8.563,8.411,8.849,7.002,7.432,0
DB,0.3,37000,7.154,4.779,-3.749,7.08,8.276,8.528,8.664,8.832,9.204,9.324,9.419,9.096,9.182,9.295,9.397,9.479,9.52,9.588,9.625,9.488,9.517,9.543,9.568,7.921,8.255,8.745,9.113,9.442,8.309,8.749,9.123,9.395,9.585,8.482,8.259,8.757,8.493,8.338,8.784,6.868,7.327,0
DB,0.3,38000,7.145,4.64,-3.815,6.991,8.197,8.455,8.594,8.765,9.142,9.264,9.36,9.032,9.12,9.234,9.338,9.422,9.465,9.537,9.577,9.431,9.461,9.488,9.515,7.832,8.178,8.674,9.045,9.376,8.233,8.679,9.055,9.329,9.521,8.408,8.181,8.689,8.419,8.261,8.716,6.729,7.217,0
DB,0.3,39000,7.136,4.504,-3.877,6.901,8.116,8.38,8.521,8.695,9.078,9.201,9.3,8.966,9.056,9.172,9.278,9.364,9.408,9.486,9.528,9.373,9.404,9.433,9.461,7.742,8.099,8.601,8.975,9.308,8.155,8.605,8.985,9.261,9.454,8.332,8.101,8.619,8.342,8.182,8.646,6.588,7.104,0
DB,0.3,40000,7.127,4.371,-3.933,6.808,8.032,8.303,8.447,8.625,9.012,9.138,9.238,8.899,8.99,9.108,9.216,9.305,9.351,9.433,9.477,9.315,9.347,9.378,9.408,7.649,8.018,8.526,8.903,9.239,8.075,8.531,8.913,9.191,9.386,8.254,8.019,8.547,8.264,8.101,8.574,6.446,6.988,0
DB,0.3,42500,7.103,4.049,-4.06,6.568,7.82,8.109,8.258,8.444,8.844,8.974,9.08,8.729,8.823,8.944,9.058,9.151,9.198,9.263,9.264,9.161,9.194,9.223,9.248,7.41,7.813,8.337,8.719,9.061,7.873,8.341,8.73,9.013,9.213,8.056,7.811,8.364,8.065,7.895,8.391,6.104,6.694,0
DB,0.3,45000,7.08,3.741,-4.094,6.231,7.527,7.836,7.988,8.182,8.603,8.738,8.849,8.485,8.582,8.708,8.827,8.921,8.966,9.01,8.991,8.931,8.962,8.987,9.005,7.073,7.529,8.066,8.455,8.806,7.594,8.071,8.465,8.755,8.965,7.777,7.52,8.102,7.786,7.607,8.129,5.771,6.342,0
DB,0.3,47500,7.055,3.446,-4.209,6.021,7.338,7.656,7.802,7.992,8.414,8.542,8.65,8.301,8.393,8.513,8.628,8.718,8.762,8.818,8.822,8.728,8.758,8.785,8.806,6.863,7.344,7.881,8.265,8.617,7.412,7.886,8.275,8.565,8.782,7.591,7.33,7.914,7.599,7.419,7.941,5.592,6.148,0
DB,0.3,50000,7.031,3.162,-4.391,5.909,7.231,7.553,7.7,7.891,8.314,8.441,8.55,8.201,8.293,8.412,8.528,8.618,8.662,8.719,8.724,8.627,8.658,8.685,8.707,6.75,7.24,7.779,8.163,8.516,7.308,7.784,8.173,8.463,8.682,7.487,7.224,7.812,7.495,7.314,7.839,5.472,6.032,0
DB,0.3,52500,7.006,2.888,-4.571,5.808,7.134,7.46,7.606,7.798,8.223,8.35,8.458,8.109,8.202,8.32,8.436,8.526,8.57,8.628,8.631,8.535,8.566,8.593,8.615,6.649,7.144,7.685,8.07,8.424,7.213,7.69,8.081,8.371,8.59,7.392,7.128,7.719,7.4,7.218,7.746,5.361,5.927,0
DB,0.3,55000,6.981,2.624,-4.744,5.71,7.039,7.368,7.515,7.708,8.133,8.26,8.368,8.019,8.112,8.231,8.346,8.436,8.48,8.537,8.54,8.445,8.476,8.503,8.525,6.551,7.05,7.593,7.98,8.334,7.119,7.599,7.99,8.281,8.5,7.299,7.034,7.628,7.307,7.124,7.655,5.25,5.823,0
DB,0.3,57500,6.956,2.368,-4.907,5.612,6.944,7.275,7.423,7.617,8.043,8.17,8.278,7.929,8.022,8.141,8.257,8.346,8.39,8.447,8.448,8.356,8.386,8.413,8.435,6.454,6.955,7.501,7.888,8.243,7.025,7.507,7.899,8.19,8.41,7.206,6.939,7.536,7.213,7.03,7.564,5.139,5.72,0
DB,0.3,60000,6.93,2.119,-5.062,5.514,6.848,7.181,7.33,7.525,7.952,8.079,8.188,7.837,7.931,8.05,8.166,8.255,8.299,8.356,8.356,8.265,8.296,8.322,8.344,6.356,6.86,7.408,7.796,8.151,6.93,7.413,7.806,8.098,8.318,7.111,6.844,7.444,7.119,6.935,7.471,5.027,5.615,0
DB,0.8,3250,8.355,17.278,-1.063,20.432,19.786,18.34,17.413,16.523,15.53,15.073,15.045,15.928,15.48,15.06,15.033,15.443,15.433,15.361,14.894,15.455,15.427,15.503,15.508,21.275,19.131,17.775,17.14,16.757,18.917,17.755,17.126,16.805,16.632,17.625,18.536,16.712,17.65,18.545,16.72,35.039,26.139,9902000000
DB,0.8,3500,8.355,16.956,-0.848,19.606,19.112,17.803,16.968,16.157,15.28,14.877,14.858,15.634,15.232,14.863,14.842,15.144,15.296,15.235,14.773,15.175,15.283,15.381,15.377,20.449,18.514,17.3,16.746,16.423,18.322,17.284,16.734,16.461,16.32,17.192,18,16.333,17.215,18.01,16.341,33.131,24.937,9638000000
DB,0.8,3750,8.355,16.656,-0.662,18.854,18.499,17.318,16.566,15.83,15.058,14.704,14.694,15.373,15.012,14.688,14.677,14.945,15.151,15.094,14.636,14.979,15.135,15.249,15.235,19.695,17.954,16.872,16.393,16.124,17.781,16.859,16.383,16.155,16.042,16.797,17.511,15.991,16.819,17.523,16.001,31.398,23.837,9367000000
DB,0.8,4000,8.355,16.375,-0.517,18.19,17.959,16.892,16.214,15.544,14.865,14.548,14.535,15.146,14.82,14.531,14.516,14.779,14.965,14.901,14.442,14.815,14.951,15.049,15.036,19.029,17.46,16.497,16.085,15.864,17.306,16.486,16.076,15.888,15.8,16.446,17.078,15.692,16.466,17.091,15.703,29.868,22.863,9067000000
DB,0.8,4250,8.354,16.112,-0.399,17.594,17.476,16.511,15.898,15.289,14.69,14.405,14.386,14.942,14.647,14.387,14.365,14.595,14.738,14.638,14.203,14.626,14.729,14.792,14.768,18.432,17.018,16.162,15.809,15.631,16.88,16.153,15.802,15.648,15.583,16.127,16.687,15.424,16.147,16.703,15.436,28.477,21.981,8739000000
DB,0.8,4500,8.354,15.863,-0.31,17.075,17.052,16.173,15.614,15.056,14.529,14.272,14.251,14.754,14.487,14.254,14.229,14.436,14.582,14.479,14.045,14.467,14.572,14.635,14.608,17.911,16.628,15.862,15.559,15.418,16.503,15.855,15.553,15.43,15.384,15.837,16.338,15.18,15.857,16.355,15.193,27.254,21.21,8393000000
DB,0.8,4750,8.354,15.628,-0.239,16.604,16.667,15.866,15.356,14.847,14.384,14.152,14.125,14.586,14.344,14.133,14.103,14.285,14.411,14.287,13.876,14.314,14.403,14.449,14.415,17.438,16.274,15.591,15.334,15.226,16.161,15.585,15.329,15.234,15.206,15.573,16.019,14.959,15.592,16.038,14.973,26.139,20.507,7989000000
DB,0.8,5000,8.354,15.404,-0.184,16.173,16.316,15.589,15.124,14.659,14.255,14.042,14.007,14.435,14.216,14.023,13.983,14.132,14.237,14.097,13.717,14.157,14.231,14.263,14.222,17.005,15.951,15.346,15.132,15.054,15.851,15.341,15.128,15.058,15.045,15.331,15.728,14.761,15.35,15.749,14.776,25.112,19.86,7555000000
DB,0.8,5250,8.353,15.192,-0.147,15.785,16.001,15.339,14.913,14.487,14.133,13.937,13.892,14.296,14.095,13.918,13.866,13.974,14.053,13.9,13.572,13.994,14.049,14.067,14.02,16.617,15.661,15.124,14.947,14.896,15.57,15.121,14.944,14.896,14.898,15.11,15.464,14.579,15.129,15.487,14.595,24.184,19.275,7049000000
DB,0.8,5500,8.353,14.988,-0.122,15.438,15.717,15.111,14.719,14.327,14.017,13.836,13.782,14.164,13.98,13.816,13.755,13.82,13.873,13.717,13.462,13.833,13.871,13.876,13.825,16.269,15.398,14.921,14.776,14.749,15.317,14.919,14.774,14.745,14.759,14.906,15.223,14.411,14.924,15.248,14.427,23.355,18.753,6429000000
DB,0.8,5750,8.352,14.794,-0.106,15.119,15.454,14.899,14.539,14.178,13.91,13.743,13.683,14.042,13.874,13.723,13.654,13.678,13.706,13.557,13.371,13.685,13.704,13.7,13.648,15.95,15.155,14.733,14.618,14.612,15.082,14.731,14.617,14.606,14.631,14.715,14.998,14.255,14.734,15.025,14.272,22.599,18.275,5692000000
DB,0.8,6000,8.352,14.607,-0.098,14.823,15.212,14.705,14.373,14.042,13.811,13.656,13.593,13.929,13.775,13.635,13.564,13.553,13.56,13.431,13.302,13.555,13.56,13.549,13.502,15.653,14.93,14.559,14.472,14.485,14.864,14.558,14.471,14.476,14.512,14.538,14.79,14.11,14.556,14.819,14.128,21.892,17.829,4911000000
DB,0.8,6250,8.351,14.428,-0.096,14.55,14.987,14.523,14.218,13.914,13.717,13.575,13.512,13.823,13.682,13.554,13.483,13.448,13.437,13.33,13.248,13.445,13.438,13.422,13.382,15.38,14.722,14.398,14.335,14.367,14.663,14.397,14.335,14.356,14.401,14.372,14.596,13.975,14.39,14.626,13.993,21.245,17.419,4268000000
DB,0.8,6500,8.35,14.256,-0.1,14.299,14.779,14.356,14.074,13.794,13.629,13.499,13.439,13.724,13.595,13.478,13.409,13.359,13.335,13.248,13.201,13.353,13.336,13.318,13.284,15.129,14.528,14.247,14.208,14.256,14.476,14.247,14.209,14.243,14.296,14.217,14.415,13.849,14.235,14.448,13.868,20.65,17.043,3823000000
DB,0.8,6750,8.35,14.09,-0.108,14.067,14.586,14.199,13.938,13.681,13.545,13.427,13.372,13.629,13.511,13.405,13.342,13.286,13.257,13.189,13.161,13.279,13.259,13.24,13.213,14.896,14.349,14.106,14.088,14.151,14.302,14.107,14.089,14.136,14.197,14.071,14.246,13.73,14.089,14.28,13.749,20.107,16.698,3471000000
DB,0.8,7000,8.349,13.931,-0.12,13.85,14.406,14.052,13.811,13.575,13.466,13.359,13.31,13.54,13.433,13.338,13.281,13.223,13.193,13.14,13.127,13.216,13.194,13.177,13.156,14.68,14.181,13.974,13.975,14.052,14.139,13.975,13.977,14.035,14.104,13.934,14.088,13.618,13.951,14.123,13.638,19.605,16.378,3168000000
DB,0.8,7500,8.348,13.629,-0.155,13.461,14.08,13.784,13.579,13.38,13.319,13.233,13.197,13.376,13.287,13.211,13.168,13.116,13.088,13.058,13.064,13.11,13.089,13.075,13.062,14.29,13.876,13.733,13.769,13.87,13.843,13.734,13.771,13.85,13.932,13.682,13.798,13.413,13.699,13.837,13.433,18.706,15.803,2617000000
DB,0.8,8000,8.347,13.347,-0.199,13.119,13.792,13.546,13.369,13.202,13.183,13.116,13.092,13.225,13.152,13.093,13.064,13.025,13.004,13.003,13.037,13.02,13.004,12.998,12.996,13.949,13.606,13.517,13.581,13.704,13.581,13.519,13.584,13.681,13.774,13.455,13.54,13.227,13.472,13.582,13.247,17.925,15.303,2149000000
DB,0.8,8500,8.347,13.082,-0.263,12.824,13.547,13.345,13.193,13.052,13.066,13.014,13.002,13.096,13.035,12.991,12.974,12.951,12.944,12.965,12.977,12.949,12.943,12.947,12.954,13.654,13.376,13.335,13.423,13.563,13.359,13.337,13.427,13.538,13.64,13.262,13.32,13.07,13.279,13.364,13.091,17.253,14.855,1754000000
