spec_type,Mass,Teff,logg,Mbol,BC,U,B,V,R,I,J,H,Ks,Y,J,H,K,W1,W2,W3,W4,S3.6,S4.5,S5.8,S8.0,u,g,r,i,z,g,r,i,z,y,G2,G2_BP,G2_RP,G3,G3_BP,G3_RP,FUV,NUV,Age
DA,0.9,8000,8.475,13.537,-0.205,13.335,14.01,13.742,0.0093061843699,13.375,13.261,13.12,13.133,13.352,13.229,13.098,13.106,13.116,13.127,13.136,13.124,13.118,13.126,13.133,13.137,14.166,13.816,13.73,13.764,13.862,13.788,13.73,13.766,13.843,13.918,13.656,13.751,13.415,13.673,13.792,13.435,21.071,15.49,2844000000
DA,0.9,8500,8.473,13.271,-0.247,13.062,13.758,13.518,0.009317808378088,13.213,13.146,13.033,13.056,13.218,13.117,13.01,13.028,13.045,13.059,13.071,13.061,13.047,13.059,13.066,13.071,13.894,13.573,13.53,13.591,13.712,13.549,13.53,13.594,13.69,13.777,13.448,13.519,13.246,13.465,13.561,13.265,19.789,14.96,2382000000
DA,0.9,9000,8.472,13.02,-0.288,12.822,13.528,13.308,0.009329676978677,13.06,13.04,12.951,12.982,13.093,13.013,12.927,12.954,12.975,12.993,13.009,13.002,12.978,12.994,13.001,13.008,13.656,13.349,13.343,13.429,13.572,13.328,13.343,13.432,13.547,13.646,13.255,13.305,13.087,13.272,13.349,13.107,18.681,14.523,1976000000
DA,0.9,9500,8.471,12.782,-0.327,12.606,13.315,13.109,0.009343388681955,12.917,12.94,12.874,12.912,12.976,12.916,12.849,12.883,12.907,12.928,12.949,12.945,12.911,12.929,12.938,12.946,13.441,13.141,13.167,13.276,13.441,13.121,13.166,13.28,13.413,13.524,13.073,13.105,12.938,13.09,13.15,12.958,17.75,14.148,1633000000
DA,0.9,10000,8.47,12.556,-0.367,12.409,13.119,12.923,0.009357323116711,12.784,12.846,12.801,12.845,12.868,12.825,12.775,12.816,12.841,12.864,12.89,12.89,12.844,12.866,12.875,12.886,13.245,12.947,13.002,13.133,13.319,12.928,13.002,13.138,13.289,13.412,12.903,12.919,12.799,12.92,12.965,12.82,16.949,13.819,1351000000
DA,0.9,10500,8.469,12.341,-0.411,12.228,12.939,12.752,0.009370721444604,12.664,12.761,12.734,12.782,12.771,12.742,12.708,12.753,12.778,12.803,12.833,12.836,12.782,12.805,12.814,12.826,13.065,12.769,12.851,13.003,13.21,12.751,12.851,13.009,13.177,13.31,12.748,12.749,12.673,12.765,12.795,12.694,16.173,13.523,1147000000
DA,0.9,11000,8.467,12.136,-0.466,12.065,12.781,12.603,0.00938353019836,12.56,12.686,12.674,12.727,12.686,12.668,12.648,12.697,12.721,12.746,12.778,12.786,12.725,12.749,12.757,12.77,12.903,12.613,12.72,12.891,13.115,12.595,12.72,12.898,13.08,13.223,12.611,12.599,12.564,12.628,12.646,12.586,15.336,13.26,1011000000
DA,0.9,11500,8.466,11.94,-0.537,11.921,12.645,12.477,0.009396279908111,12.473,12.623,12.622,12.678,12.615,12.606,12.595,12.649,12.673,12.698,12.732,12.743,12.676,12.701,12.709,12.723,12.759,12.48,12.61,12.798,13.036,12.463,12.61,12.805,12.999,13.149,12.496,12.471,12.473,12.513,12.519,12.495,14.567,13.03,896100000
DA,0.9,12000,8.465,11.752,-0.618,11.793,12.527,12.37,0.009409989400111,12.4,12.569,12.577,12.635,12.555,12.552,12.55,12.606,12.631,12.657,12.693,12.707,12.635,12.66,12.669,12.683,12.632,12.366,12.517,12.72,12.969,12.35,12.517,12.727,12.931,13.087,12.397,12.361,12.396,12.414,12.41,12.418,13.951,12.822,798500000
DA,0.9,12500,8.464,11.572,-0.708,11.681,12.426,12.28,0.009421750519829,12.339,12.522,12.538,12.598,12.504,12.506,12.51,12.569,12.596,12.622,12.66,12.675,12.599,12.625,12.634,12.649,12.521,12.268,12.438,12.654,12.913,12.254,12.438,12.661,12.873,13.034,12.313,12.268,12.331,12.33,12.317,12.354,13.445,12.635,714600000
DA,0.9,13000,8.463,11.399,-0.809,11.591,12.343,12.208,0.009433327705262,12.29,12.485,12.506,12.568,12.463,12.469,12.478,12.539,12.566,12.593,12.631,12.647,12.57,12.596,12.605,12.62,12.431,12.188,12.375,12.602,12.868,12.175,12.375,12.61,12.828,12.991,12.245,12.191,12.28,12.262,12.241,12.302,12.994,12.471,642100000
DA,0.9,13500,8.462,11.233,-0.919,11.519,12.277,12.152,0.009442436857107,12.253,12.455,12.48,12.542,12.43,12.438,12.452,12.513,12.541,12.568,12.606,12.623,12.545,12.57,12.579,12.594,12.359,12.125,12.326,12.562,12.833,12.114,12.327,12.57,12.792,12.957,12.192,12.132,12.239,12.209,12.182,12.262,12.594,12.335,578800000
DA,0.9,14000,8.461,11.072,-1.024,11.445,12.211,12.096,0.009455740715081,12.214,12.424,12.453,12.516,12.397,12.407,12.425,12.487,12.516,12.542,12.58,12.598,12.519,12.544,12.554,12.569,12.285,12.062,12.277,12.522,12.797,12.052,12.278,12.53,12.756,12.923,12.138,12.071,12.199,12.155,12.122,12.222,12.298,12.2,523200000
DA,0.9,14500,8.46,10.917,-1.12,11.363,12.138,12.037,0.00946707073062,12.172,12.39,12.423,12.487,12.36,12.373,12.395,12.458,12.488,12.515,12.554,12.572,12.492,12.517,12.527,12.542,12.203,11.993,12.224,12.478,12.757,11.985,12.225,12.486,12.716,12.885,12.08,12.006,12.154,12.097,12.057,12.177,12.07,12.065,474400000
DA,0.9,15000,8.458,10.767,-1.21,11.276,12.064,11.977,0.009479143725173,12.128,12.354,12.391,12.457,12.321,12.338,12.363,12.428,12.46,12.487,12.526,12.545,12.464,12.489,12.499,12.514,12.116,11.923,12.17,12.431,12.715,11.918,12.17,12.439,12.673,12.845,12.02,11.938,12.107,12.036,11.991,12.13,11.877,11.935,431500000
DA,0.9,15500,8.457,10.622,-1.297,11.187,11.99,11.919,0.009490481129266,12.083,12.318,12.359,12.426,12.281,12.301,12.331,12.398,12.431,12.458,12.499,12.518,12.435,12.46,12.471,12.486,12.028,11.855,12.115,12.384,12.673,11.852,12.116,12.392,12.63,12.804,11.96,11.872,12.059,11.977,11.925,12.082,11.705,11.811,393600000
DA,0.9,16000,8.456,10.482,-1.382,11.098,11.919,11.863,0.009499738727541,12.038,12.281,12.326,12.394,12.241,12.264,12.298,12.367,12.402,12.43,12.471,12.492,12.406,12.431,12.443,12.459,11.94,11.789,12.062,12.337,12.63,11.788,12.063,12.346,12.587,12.762,11.902,11.807,12.011,11.919,11.862,12.035,11.545,11.693,359900000
DA,0.9,16500,8.455,10.346,-1.464,11.012,11.85,11.81,0.009510070531203,11.994,12.244,12.293,12.363,12.201,12.227,12.265,12.335,12.373,12.401,12.444,12.465,12.378,12.403,12.414,12.431,11.853,11.725,12.011,12.291,12.587,11.727,12.012,12.3,12.544,12.721,11.846,11.744,11.964,11.862,11.8,11.988,11.397,11.579,329900000
DA,0.9,17000,8.454,10.213,-1.545,10.927,11.783,11.758,0.009524754346004,11.95,12.207,12.26,12.332,12.162,12.191,12.232,12.304,12.344,12.373,12.417,12.44,12.349,12.374,12.387,12.404,11.768,11.664,11.961,12.246,12.545,11.669,11.962,12.255,12.501,12.68,11.792,11.684,11.918,11.807,11.74,11.942,11.255,11.469,302800000
DA,0.9,20000,8.449,9.493,-1.98,10.466,11.426,11.473,0.009587196636517,11.705,12,12.069,12.151,11.938,11.983,12.041,12.124,12.176,12.211,12.267,12.298,12.182,12.212,12.228,12.249,11.307,11.333,11.684,11.994,12.307,11.35,11.686,12.003,12.261,12.448,11.491,11.351,11.662,11.506,11.413,11.687,10.525,10.879,186300000
DA,0.9,25000,8.439,8.499,-2.559,9.833,10.925,11.058,0.009697763951667,11.339,11.686,11.777,11.872,11.603,11.669,11.747,11.847,11.918,11.964,12.04,12.081,11.927,11.963,11.987,12.016,10.675,10.864,11.281,11.621,11.952,10.896,11.284,11.631,11.903,12.102,11.056,10.875,11.284,11.069,10.946,11.309,9.581,10.086,84310000
DA,0.9,30000,8.428,7.681,-2.983,9.272,10.46,10.663,0.00981542517917,10.98,11.365,11.474,11.581,11.266,11.349,11.444,11.557,11.642,11.692,11.768,11.795,11.652,11.691,11.718,11.746,10.114,10.426,10.894,11.255,11.6,10.471,10.898,11.266,11.549,11.757,10.643,10.428,10.914,10.654,10.507,10.94,8.873,9.43,32850000
DA,0.9,35000,8.417,6.984,-3.366,8.856,10.1,10.35,0.009940667272281,10.681,11.084,11.2,11.307,10.977,11.066,11.171,11.284,11.369,11.412,11.458,11.448,11.378,11.409,11.431,11.45,9.698,10.083,10.581,10.954,11.303,10.136,10.585,10.964,11.252,11.463,10.313,10.079,10.609,10.323,10.162,10.635,8.406,8.976,9945000
DA,0.9,40000,8.407,6.378,-3.765,8.599,9.869,10.143,0.010060779798666,10.482,10.893,11.013,11.118,10.783,10.874,10.983,11.095,11.178,11.217,11.253,11.23,11.187,11.214,11.235,11.249,9.441,9.861,10.375,10.754,11.106,9.918,10.38,10.765,11.054,11.267,10.098,9.853,10.407,10.107,9.939,10.434,8.104,8.693,4057000
DA,0.9,45000,8.397,5.842,-4.146,8.412,9.698,9.988,0.010174816808638,10.332,10.748,10.869,10.974,10.636,10.728,10.839,10.951,11.032,11.069,11.097,11.064,11.041,11.066,11.086,11.097,9.254,9.696,10.221,10.604,10.957,9.755,10.225,10.614,10.905,11.118,9.937,9.686,10.255,9.946,9.773,10.282,7.88,8.486,2386000
DA,0.9,50000,8.387,5.36,-4.499,8.261,9.559,9.859,0.010289910980613,10.207,10.626,10.748,10.852,10.513,10.606,10.718,10.83,10.91,10.945,10.967,10.927,10.919,10.942,10.961,10.97,9.103,9.559,10.092,10.478,10.832,9.621,10.097,10.489,10.781,10.994,9.805,9.549,10.128,9.813,9.637,10.155,7.697,8.319,1630000
DA,0.9,55000,8.377,4.921,-4.825,8.13,9.437,9.746,0.010409413180688,10.097,10.518,10.641,10.745,10.404,10.498,10.611,10.722,10.802,10.835,10.853,10.807,10.81,10.832,10.85,10.857,8.973,9.441,9.98,10.368,10.723,9.504,9.985,10.379,10.671,10.885,9.688,9.429,10.017,9.697,9.518,10.044,7.54,8.176,1195000
DA,0.9,60000,8.367,4.518,-5.125,8.014,9.327,9.643,0.010530503226792,9.997,10.42,10.543,10.647,10.305,10.399,10.513,10.624,10.703,10.735,10.748,10.699,10.711,10.732,10.749,10.755,8.856,9.333,9.877,10.267,10.623,9.397,9.882,10.278,10.571,10.785,9.583,9.321,9.916,9.592,9.41,9.943,7.401,8.048,911600
DA,0.9,65000,8.357,4.145,-5.403,7.907,9.226,9.548,0.010654299796254,9.904,10.328,10.452,10.555,10.213,10.307,10.422,10.533,10.611,10.642,10.652,10.6,10.619,10.638,10.655,10.659,8.75,9.234,9.782,10.174,10.53,9.299,9.787,10.184,10.478,10.693,9.486,9.221,9.822,9.494,9.311,9.849,7.274,7.932,716900
DA,0.9,70000,8.347,3.797,-5.661,7.807,9.131,9.458,0.010783395804591,9.816,10.241,10.366,10.469,10.125,10.22,10.336,10.446,10.524,10.554,10.561,10.508,10.531,10.55,10.566,10.569,8.65,9.141,9.692,10.085,10.442,9.207,9.698,10.096,10.39,10.605,9.394,9.127,9.733,9.402,9.218,9.76,7.157,7.824,572800
DA,0.9,75000,8.336,3.47,-5.901,7.713,9.041,9.371,0.01092016246208,9.731,10.158,10.283,10.386,10.042,10.137,10.253,10.363,10.44,10.469,10.474,10.42,10.447,10.466,10.481,10.483,8.556,9.051,9.606,10.001,10.358,9.118,9.612,10.011,10.306,10.521,9.306,9.038,9.648,9.314,9.129,9.675,7.047,7.722,460600
DA,0.9,80000,8.325,3.162,-6.126,7.622,8.954,9.288,0.011060420852565,9.649,10.077,10.202,10.305,9.96,10.056,10.172,10.283,10.359,10.387,10.39,10.336,10.366,10.384,10.398,10.4,8.465,8.966,9.523,9.919,10.276,9.033,9.529,9.929,10.224,10.44,9.222,8.952,9.566,9.23,9.043,9.593,6.942,7.625,372000
DA,0.9,85000,8.313,2.87,-6.337,7.534,8.869,9.207,0.011207629737536,9.57,9.998,10.123,10.226,9.881,9.977,10.094,10.204,10.279,10.307,10.309,10.255,10.287,10.304,10.318,10.319,8.377,8.882,9.442,9.839,10.197,8.95,9.448,9.849,10.144,10.36,9.139,8.868,9.485,9.147,8.959,9.513,6.841,7.531,300100
DA,0.9,90000,8.301,2.591,-6.536,7.449,8.787,9.127,0.011367543045728,9.491,9.92,10.046,10.149,9.803,9.899,10.017,10.126,10.201,10.228,10.229,10.176,10.209,10.225,10.239,10.24,8.292,8.801,9.363,9.76,10.119,8.869,9.369,9.771,10.066,10.282,9.059,8.786,9.407,9.067,8.878,9.434,6.744,7.441,240700
DA,0.9,100000,8.275,2.07,-6.901,7.283,8.625,8.971,0.011704466590465,9.337,9.768,9.894,9.996,9.65,9.747,9.864,9.974,10.048,10.074,10.073,10.023,10.055,10.071,10.084,10.084,8.126,8.641,9.207,9.606,9.965,8.71,9.213,9.617,9.913,10.129,8.901,8.626,9.252,8.908,8.718,9.28,6.557,7.265,150100
DA,0.9,110000,8.248,1.588,-7.23,7.121,8.468,8.818,0.012077199934983,9.186,9.618,9.744,9.847,9.5,9.597,9.715,9.824,9.898,9.923,9.922,9.876,9.905,9.92,9.933,9.933,7.964,8.485,9.055,9.455,9.814,8.555,9.06,9.465,9.762,9.978,8.746,8.47,9.1,8.754,8.562,9.128,6.378,7.095,0
DA,0.9,120000,8.219,1.136,-7.529,6.961,8.311,8.665,0.012496521312839,9.035,9.467,9.595,9.697,9.349,9.446,9.565,9.674,9.748,9.772,9.772,9.729,9.754,9.769,9.781,9.782,7.804,8.33,8.902,9.303,9.663,8.4,8.908,9.314,9.611,9.828,8.592,8.314,8.949,8.6,8.407,8.976,6.202,6.928,0
DA,0.9,130000,8.187,0.709,-7.802,6.801,8.154,8.511,0.012961788231078,8.883,9.316,9.443,9.546,9.198,9.295,9.414,9.523,9.596,9.621,9.621,9.583,9.603,9.618,9.63,9.63,7.644,8.174,8.749,9.151,9.511,8.245,8.754,9.161,9.459,9.676,8.437,8.157,8.796,8.445,8.251,8.824,6.028,6.761,0
DA,0.9,140000,8.154,0.305,-8.053,6.642,7.998,8.358,0.013461565074262,8.731,9.165,9.292,9.395,9.046,9.144,9.263,9.372,9.445,9.47,9.472,9.438,9.452,9.467,9.479,9.48,7.486,8.018,8.596,8.998,9.359,8.09,8.601,9.009,9.307,9.524,8.283,8.002,8.644,8.29,8.095,8.671,5.857,6.597,0
DA,0.9,150000,8.12,-0.08,-8.285,6.485,7.843,8.205,0.014001324084282,8.58,9.014,9.142,9.245,8.896,8.993,9.113,9.222,9.295,9.32,9.325,9.295,9.302,9.317,9.329,9.332,7.329,7.864,8.444,8.847,9.209,7.936,8.449,8.858,9.156,9.373,8.13,7.848,8.492,8.137,7.941,8.52,5.688,6.434,0
DA,1,1500,8.642,21.111,1.161,24.4,22.194,19.95,0.008090383494265,22.397,22.357,22.013,23.328,22.442,22.285,21.882,23.298,18.731,17.971,17.086,16.207,18.42,17.973,17.941,17.62,25.426,21.062,19.81,22.522,22.161,20.718,19.885,22.597,22.248,21.982,20.517,20.417,21.058,20.559,20.424,21.126,58.886,35.141,12210000000
DA,1,1750,8.642,20.441,1.009,23.704,21.64,19.433,0.00809236622746,21.048,21.287,21.186,22.331,21.348,21.209,21.062,22.296,18.303,17.618,16.813,16.022,18.019,17.621,17.572,17.279,24.693,20.56,19.106,21.22,21.019,20.224,19.175,21.281,21.049,20.98,19.835,19.813,20.014,19.871,19.82,20.073,57.066,34.085,12130000000
DA,1,2000,8.642,19.861,0.81,23.108,21.215,19.052,0.008092666342783,19.809,20.195,20.339,21.327,20.263,20.116,20.224,21.287,17.862,17.258,16.519,15.817,17.607,17.262,17.2,16.924,24.079,20.17,18.601,20.059,19.947,19.843,18.653,20.103,19.937,20.02,19.275,19.374,19.139,19.305,19.38,19.185,55.188,33.098,12030000000
DA,1,2250,8.642,19.35,0.6,22.594,20.835,18.75,0.008090709167364,18.829,19.283,19.626,20.482,19.354,19.208,19.519,20.439,17.484,16.95,16.262,15.628,17.256,16.955,16.882,16.622,23.542,19.842,18.219,19.134,19.08,19.527,18.253,19.164,19.048,19.222,18.793,19.032,18.427,18.817,19.038,18.463,53.563,32.243,11920000000
DA,1,2500,8.642,18.892,0.403,22.123,20.488,18.489,0.008092293185543,18.056,18.517,18.939,19.677,18.603,18.448,18.847,19.635,17.099,16.637,16.008,15.427,16.897,16.641,16.568,16.329,23.05,19.541,17.926,18.4,18.387,19.24,17.941,18.42,18.341,18.57,18.373,18.752,17.846,18.392,18.758,17.873,52.221,31.502,11770000000
DA,1,2750,8.642,18.478,0.21,21.707,20.185,18.268,0.008092565787861,17.426,17.853,18.331,18.892,17.931,17.791,18.251,18.853,16.742,16.337,15.747,15.22,16.569,16.344,16.256,16.033,22.615,19.28,17.696,17.821,17.802,18.991,17.698,17.832,17.752,17.992,18.01,18.521,17.364,18.025,18.527,17.385,50.867,30.791,11580000000
DA,1,3000,8.642,18.1,0.046,21.303,19.89,18.054,0.008092992107777,16.916,17.268,17.773,18.212,17.326,17.213,17.702,18.176,16.415,16.062,15.503,15.019,16.267,16.07,15.973,15.764,22.196,19.024,17.49,17.362,17.31,18.748,17.485,17.366,17.264,17.48,17.685,18.303,16.958,17.699,18.309,16.974,49.546,30.086,11410000000
DA,1,3250,8.641,17.752,-0.092,20.888,19.587,17.845,0.008094404515799,16.517,16.726,17.229,17.575,16.764,16.678,17.167,17.541,16.096,15.793,15.257,14.814,15.972,15.801,15.696,15.497,21.77,18.764,17.302,17.008,16.904,18.503,17.293,17.005,16.871,17.025,17.401,18.093,16.625,17.415,18.099,16.637,48.139,29.366,11270000000
DA,1,3500,8.641,17.43,-0.201,20.457,19.273,17.631,0.008094975480273,16.219,16.218,16.689,16.972,16.255,16.176,16.633,16.941,15.777,15.52,15.004,14.602,15.674,15.529,15.419,15.227,21.333,18.496,17.118,16.738,16.585,18.251,17.108,16.732,16.571,16.64,17.155,17.879,16.357,17.171,17.886,16.368,46.59,28.591,11120000000
DA,1,3750,8.641,17.13,-0.276,20,18.943,17.406,0.008096346582517,15.995,15.765,16.157,16.386,15.839,15.726,16.109,16.357,15.45,15.234,14.74,14.391,15.366,15.243,15.131,14.944,20.872,18.213,16.928,16.523,16.342,17.984,16.918,16.516,16.345,16.342,16.936,17.653,16.14,16.954,17.661,16.151,44.878,27.769,10960000000
DA,1,4000,8.641,16.85,-0.318,19.519,18.589,17.168,0.008095275692363,15.805,15.389,15.647,15.815,15.53,15.349,15.606,15.788,15.112,14.925,14.474,14.206,15.045,14.935,14.823,14.65,20.386,17.911,16.728,16.334,16.145,17.7,16.718,16.326,16.158,16.114,16.725,17.411,15.948,16.745,17.42,15.959,43.013,26.896,10780000000
DA,1,4250,8.641,16.586,-0.332,18.997,18.214,16.918,0.008097925298999,15.63,15.103,15.184,15.28,15.307,15.061,15.15,15.254,14.775,14.607,14.234,14.073,14.722,14.616,14.51,14.362,19.859,17.591,16.519,16.151,15.972,17.4,16.51,16.144,15.988,15.93,16.514,17.154,15.766,16.534,17.164,15.778,41.036,25.953,10550000000
DA,1,4500,8.641,16.337,-0.319,18.441,17.82,16.656,0.008100775540981,15.454,14.896,14.795,14.831,15.131,14.854,14.767,14.803,14.471,14.322,14.064,13.992,14.429,14.331,14.239,14.135,19.298,17.257,16.297,15.965,15.805,17.086,16.289,15.959,15.82,15.765,16.294,16.879,15.583,16.314,16.891,15.595,36.991,24.951,10300000000
DA,1,4750,8.64,16.101,-0.282,17.873,17.419,16.383,0.0081052125285,15.273,14.735,14.506,14.484,14.972,14.692,14.484,14.454,14.226,14.106,13.956,13.926,14.195,14.113,14.048,13.989,18.723,16.912,16.065,15.772,15.637,16.762,16.058,15.767,15.649,15.603,16.062,16.591,15.393,16.083,16.604,15.406,33.192,23.913,9965000000
DA,1,5000,8.64,15.878,-0.229,17.315,17.022,16.107,0.008106093664643,15.088,14.591,14.307,14.241,14.818,14.549,14.289,14.21,14.051,13.966,13.879,13.866,14.03,13.97,13.93,13.896,18.159,16.568,15.827,15.575,15.466,16.437,15.821,15.57,15.475,15.442,15.824,16.296,15.199,15.844,16.311,15.213,30.237,22.927,9533000000
DA,1,5250,8.639,15.664,-0.179,16.799,16.652,15.843,0.008113962935117,14.911,14.459,14.166,14.085,14.671,14.418,14.149,14.054,13.936,13.875,13.817,13.81,13.921,13.878,13.85,13.828,17.638,16.243,15.599,15.385,15.302,16.129,15.594,15.381,15.308,15.289,15.594,16.013,15.013,15.614,16.03,15.028,28.968,22.012,8901000000
DA,1,5500,8.638,15.459,-0.136,16.321,16.309,15.595,0.008125053837117,14.743,14.335,14.051,13.974,14.532,14.295,14.034,13.943,13.85,13.803,13.763,13.76,13.838,13.805,13.785,13.77,17.155,15.941,15.384,15.205,15.147,15.842,15.38,15.202,15.149,15.142,15.374,15.744,14.836,15.394,15.764,14.852,27.986,21.237,7911000000
DA,1,6000,8.636,15.076,-0.089,15.483,15.722,15.164,0.008144213038722,14.449,14.119,13.865,13.809,14.289,14.081,13.847,13.779,13.718,13.689,13.673,13.676,13.71,13.69,13.68,13.674,16.311,15.419,15.011,14.891,14.875,15.345,15.008,14.89,14.872,14.887,14.986,15.272,14.528,15.005,15.297,14.545,26.508,19.842,6077000000
DA,1,6500,8.635,14.725,-0.09,14.818,15.258,14.815,0.008156895773027,14.21,13.943,13.718,13.684,14.091,13.905,13.699,13.655,13.618,13.604,13.606,13.605,13.614,13.604,13.602,13.603,15.645,15.001,14.708,14.636,14.655,14.945,14.706,14.636,14.647,14.679,14.667,14.885,14.278,14.685,14.916,14.295,25.155,18.509,5237000000
DA,1,7000,8.633,14.4,-0.119,14.317,14.882,14.519,0.008168748896995,14.007,13.793,13.595,13.581,13.922,13.757,13.575,13.553,13.537,13.535,13.545,13.535,13.536,13.534,13.538,13.543,15.146,14.655,14.45,14.419,14.467,14.613,14.449,14.419,14.455,14.502,14.395,14.561,14.064,14.413,14.596,14.082,23.919,17.357,4573000000
DA,1,7500,8.633,14.098,-0.159,13.925,14.564,14.257,0.008177660931312,13.823,13.66,13.49,13.492,13.77,13.626,13.469,13.464,13.464,13.47,13.479,13.467,13.464,13.469,13.475,13.48,14.755,14.358,14.22,14.223,14.297,14.324,14.219,14.224,14.281,14.342,14.153,14.279,13.871,14.171,14.318,13.89,22.705,16.469,3994000000
DA,1,8000,8.632,13.815,-0.203,13.603,14.285,14.018,0.008187883454436,13.651,13.538,13.397,13.41,13.628,13.506,13.374,13.383,13.393,13.404,13.413,13.401,13.395,13.403,13.41,13.414,14.434,14.093,14.007,14.04,14.138,14.065,14.007,14.042,14.119,14.194,13.932,14.027,13.692,13.949,14.068,13.711,21.433,15.789,3490000000
DA,1,8500,8.631,13.55,-0.247,13.329,14.035,13.797,0.008194336134323,13.491,13.425,13.31,13.333,13.496,13.395,13.287,13.306,13.323,13.337,13.349,13.34,13.326,13.337,13.344,13.349,14.161,13.852,13.81,13.869,13.99,13.829,13.809,13.872,13.968,14.055,13.727,13.797,13.524,13.744,13.84,13.544,20.168,15.248,3051000000
DA,1,9000,8.63,13.299,-0.29,13.089,13.808,13.59,0.008204773707058,13.34,13.319,13.229,13.261,13.372,13.293,13.205,13.233,13.255,13.272,13.288,13.281,13.258,13.273,13.28,13.287,13.922,13.631,13.625,13.709,13.851,13.61,13.625,13.712,13.826,13.925,13.536,13.585,13.367,13.553,13.629,13.387,19.051,14.804,2664000000
DA,1,9500,8.629,13.062,-0.332,12.873,13.599,13.394,0.008213049034941,13.198,13.22,13.153,13.191,13.257,13.196,13.128,13.162,13.187,13.208,13.229,13.225,13.191,13.209,13.218,13.226,13.707,13.426,13.451,13.557,13.721,13.406,13.45,13.562,13.693,13.804,13.356,13.388,13.22,13.373,13.433,13.24,18.108,14.427,2321000000
DA,1,10000,8.628,12.837,-0.373,12.675,13.405,13.21,0.00822151069933,13.066,13.128,13.08,13.124,13.15,13.106,13.054,13.095,13.121,13.145,13.172,13.171,13.125,13.147,13.156,13.167,13.511,13.235,13.288,13.416,13.6,13.216,13.287,13.421,13.57,13.692,13.188,13.204,13.082,13.205,13.25,13.103,17.302,14.096,2015000000
DA,1,10500,8.627,12.623,-0.417,12.494,13.227,13.04,0.008229492014877,12.945,13.043,13.012,13.061,13.052,13.023,12.986,13.032,13.058,13.084,13.115,13.119,13.062,13.086,13.096,13.108,13.33,13.058,13.137,13.286,13.49,13.04,13.137,13.291,13.457,13.59,13.033,13.035,12.956,13.05,13.081,12.977,16.542,13.799,1747000000
DA,1,11000,8.626,12.418,-0.47,12.329,13.067,12.889,0.008240740832524,12.839,12.967,12.951,13.004,12.966,12.949,12.925,12.975,13,13.026,13.06,13.068,13.004,13.029,13.038,13.052,13.166,12.901,13.004,13.172,13.393,12.884,13.004,13.178,13.358,13.501,12.895,12.883,12.845,12.912,12.931,12.867,15.731,13.534,1506000000
DA,1,11500,8.625,12.223,-0.538,12.183,12.93,12.761,0.008248138514035,12.75,12.902,12.898,12.954,12.893,12.885,12.871,12.925,12.95,12.977,13.012,13.024,12.954,12.98,12.988,13.003,13.021,12.767,12.892,13.076,13.312,12.75,12.892,13.083,13.275,13.425,12.778,12.754,12.752,12.795,12.802,12.774,14.95,13.302,1296000000
DA,1,12000,8.624,12.035,-0.617,12.053,12.812,12.653,0.008260172828686,12.675,12.847,12.852,12.911,12.831,12.83,12.824,12.882,12.907,12.935,12.973,12.987,12.911,12.938,12.947,12.962,12.891,12.652,12.797,12.996,13.243,12.636,12.797,13.003,13.205,13.361,12.678,12.643,12.673,12.695,12.692,12.695,14.312,13.095,1108000000
DA,1,12500,8.623,11.855,-0.703,11.935,12.706,12.558,0.00827049684473,12.61,12.798,12.81,12.872,12.777,12.782,12.782,12.843,12.87,12.898,12.939,12.955,12.874,12.901,12.911,12.927,12.774,12.55,12.715,12.926,13.184,12.536,12.714,12.933,13.144,13.305,12.59,12.544,12.604,12.606,12.594,12.627,13.81,12.903,955100000
DA,1,13000,8.622,11.683,-0.799,11.838,12.618,12.481,0.008276846894962,12.558,12.757,12.776,12.839,12.733,12.742,12.748,12.81,12.839,12.867,12.909,12.926,12.843,12.87,12.88,12.897,12.677,12.465,12.647,12.87,13.135,12.452,12.647,12.878,13.095,13.259,12.517,12.463,12.549,12.534,12.514,12.571,13.356,12.734,843200000
DA,1,13500,8.621,11.517,-0.906,11.762,12.55,12.422,0.008284839308405,12.518,12.726,12.748,12.813,12.699,12.71,12.721,12.784,12.813,12.842,12.884,12.902,12.817,12.845,12.854,12.871,12.602,12.4,12.596,12.828,13.098,12.388,12.596,12.835,13.057,13.224,12.461,12.401,12.506,12.478,12.452,12.529,12.942,12.593,761300000
DA,1,14000,8.62,11.357,-1.012,11.692,12.487,12.368,0.008292692371648,12.481,12.697,12.723,12.788,12.667,12.681,12.695,12.759,12.789,12.818,12.859,12.878,12.794,12.82,12.83,12.847,12.531,12.339,12.548,12.789,13.064,12.329,12.548,12.797,13.022,13.191,12.41,12.343,12.467,12.426,12.395,12.49,12.62,12.459,689800000
DA,1,14500,8.619,11.202,-1.111,11.618,12.421,12.313,0.008302628804579,12.443,12.666,12.696,12.762,12.634,12.65,12.668,12.734,12.765,12.793,12.835,12.854,12.769,12.795,12.805,12.822,12.458,12.276,12.5,12.749,13.028,12.267,12.5,12.757,12.986,13.157,12.357,12.283,12.426,12.373,12.335,12.449,12.365,12.329,626800000
DA,1,15000,8.618,11.053,-1.204,11.538,12.351,12.257,0.008309389334267,12.402,12.633,12.667,12.734,12.599,12.617,12.639,12.706,12.739,12.767,12.809,12.829,12.743,12.769,12.78,12.796,12.378,12.21,12.448,12.706,12.99,12.204,12.449,12.714,12.947,13.12,12.301,12.22,12.383,12.317,12.273,12.406,12.157,12.202,570700000
